%
% SMC-23ST (34.258000 N -77.919900 E)
% SMC-23ST-WL (34.258000 N -77.919900 E)
% PBWL-00 is located near N 23rd St and Smith Creek.
% SMC-KERR-WL (34.262500 N -77.887700 E)
% PBWL-01 is located near Kerr Ave and Smith Creek.
%
% SMC-23ST Air pressure (mbar) @ 0 m (height)
% SMC-23ST Air temperature (deg C) @ 0 m (height)
% SMC-23ST Salinity (ppt) @ 0 m (depth)
% SMC-23ST-WL Water level (m) @ 0 m (depth)
% SMC-KERR-WL Water level (m) @ 0 m (depth)
%
Time (utc),SMC-23ST Air pressure (mbar),SMC-23ST Air pressure (mbar) quality,SMC-23ST Air temperature (deg C),SMC-23ST Air temperature (deg C) quality,SMC-23ST Salinity (ppt),SMC-23ST Salinity (ppt) quality,SMC-23ST-WL Water level (m),SMC-23ST-WL Water level (m) quality,SMC-KERR-WL Water level (m),SMC-KERR-WL Water level (m) quality
2024-06-27 08:00,1012.69,not evaluated,28.04,not evaluated,11.92,not evaluated,,,,
2024-06-27 08:00,,,,,,,,,0.80,not evaluated
2024-06-27 08:00,,,,,,,0.80,not evaluated,,
2024-06-27 08:30,1012.55,not evaluated,27.96,not evaluated,11.92,not evaluated,,,,
2024-06-27 09:00,1012.58,not evaluated,27.93,not evaluated,11.11,not evaluated,,,,
2024-06-27 09:00,,,,,,,0.66,not evaluated,,
2024-06-27 09:00,,,,,,,,,0.76,not evaluated
2024-06-27 09:30,1012.64,not evaluated,27.89,not evaluated,9.71,not evaluated,,,,
2024-06-27 10:00,1012.65,not evaluated,27.85,not evaluated,8.06,not evaluated,,,,
2024-06-27 10:00,,,,,,,0.39,not evaluated,0.63,not evaluated
2024-06-27 10:30,1012.88,not evaluated,27.71,not evaluated,7.12,not evaluated,,,,
2024-06-27 11:00,1012.98,not evaluated,27.78,not evaluated,5.97,not evaluated,,,,
2024-06-27 11:00,,,,,,,0.09,not evaluated,,
2024-06-27 11:00,,,,,,,,,0.39,not evaluated
2024-06-27 11:30,1013.00,not evaluated,27.96,not evaluated,5.16,not evaluated,,,,
2024-06-27 12:00,1012.90,not evaluated,28.29,not evaluated,4.65,not evaluated,,,,
2024-06-27 12:00,,,,,,,,,-0.15,not evaluated
2024-06-27 12:00,,,,,,,-0.23,not evaluated,,
2024-06-27 12:30,1012.81,not evaluated,28.82,not evaluated,4.17,not evaluated,,,,
2024-06-27 13:00,1013.25,not evaluated,28.90,not evaluated,3.92,not evaluated,,,,
2024-06-27 13:00,,,,,,,-0.50,not evaluated,-0.51,not evaluated
2024-06-27 13:30,1013.67,not evaluated,29.08,not evaluated,3.72,not evaluated,,,,
2024-06-27 14:00,1013.46,not evaluated,29.59,not evaluated,3.62,not evaluated,,,,
2024-06-27 14:00,,,,,,,-0.59,not evaluated,,
2024-06-27 14:00,,,,,,,,,-0.63,not evaluated
2024-06-27 14:30,1013.65,not evaluated,29.90,not evaluated,3.61,not evaluated,,,,
2024-06-27 15:00,1013.73,not evaluated,29.79,not evaluated,4.08,not evaluated,,,,
2024-06-27 15:00,,,,,,,-0.33,not evaluated,-0.41,not evaluated
2024-06-27 15:30,1013.61,not evaluated,30.21,not evaluated,4.62,not evaluated,,,,
2024-06-27 16:00,1013.59,not evaluated,30.72,not evaluated,5.38,not evaluated,,,,
2024-06-27 16:00,,,,,,,0.11,not evaluated,0.01,not evaluated
2024-06-27 16:30,1013.74,not evaluated,31.16,not evaluated,6.36,not evaluated,,,,
2024-06-27 17:00,1013.57,not evaluated,31.35,not evaluated,6.98,not evaluated,,,,
2024-06-27 17:00,,,,,,,0.42,not evaluated,0.34,not evaluated
2024-06-27 17:30,1013.14,not evaluated,31.64,not evaluated,7.43,not evaluated,,,,
2024-06-27 18:00,1012.86,not evaluated,31.70,not evaluated,8.00,not evaluated,,,,
2024-06-27 18:00,,,,,,,0.56,not evaluated,0.49,not evaluated
2024-06-27 18:30,1012.63,not evaluated,32.10,not evaluated,8.74,not evaluated,,,,
2024-06-27 19:00,1012.62,not evaluated,32.14,not evaluated,9.15,not evaluated,,,,
2024-06-27 19:00,,,,,,,,,0.60,not evaluated
2024-06-27 19:00,,,,,,,0.67,not evaluated,,
2024-06-27 19:30,1011.68,not evaluated,29.87,not evaluated,9.81,not evaluated,,,,
2024-06-27 20:00,1013.66,not evaluated,27.35,not evaluated,10.15,not evaluated,,,,
2024-06-27 20:00,,,,,,,0.69,not evaluated,0.67,not evaluated
2024-06-27 20:30,1014.82,not evaluated,26.06,not evaluated,10.67,not evaluated,,,,
2024-06-27 21:00,1013.89,not evaluated,25.96,not evaluated,10.18,not evaluated,,,,
2024-06-27 21:00,,,,,,,0.62,not evaluated,0.73,not evaluated
2024-06-27 21:30,1014.23,not evaluated,25.93,not evaluated,8.89,not evaluated,,,,
2024-06-27 22:00,1014.34,not evaluated,26.19,not evaluated,7.52,not evaluated,,,,
2024-06-27 22:00,,,,,,,,,0.64,not evaluated
2024-06-27 22:00,,,,,,,0.36,not evaluated,,
2024-06-27 22:30,1014.10,not evaluated,26.81,not evaluated,6.49,not evaluated,,,,
2024-06-27 23:00,1014.66,not evaluated,26.97,not evaluated,5.30,not evaluated,,,,
2024-06-27 23:00,,,,,,,0.07,not evaluated,0.47,not evaluated
2024-06-27 23:30,1014.92,not evaluated,27.11,not evaluated,4.36,not evaluated,,,,
2024-06-28 00:00,1014.95,not evaluated,26.71,not evaluated,3.67,not evaluated,,,,
2024-06-28 00:00,,,,,,,-0.22,not evaluated,0.16,not evaluated
2024-06-28 00:30,1015.11,not evaluated,26.89,not evaluated,3.15,not evaluated,,,,
2024-06-28 01:00,1015.25,not evaluated,26.41,not evaluated,2.73,not evaluated,,,,
2024-06-28 01:00,,,,,,,,,-0.16,not evaluated
2024-06-28 01:00,,,,,,,-0.48,not evaluated,,
2024-06-28 01:30,1015.16,not evaluated,26.35,not evaluated,2.42,not evaluated,,,,
2024-06-28 02:00,1015.46,not evaluated,26.16,not evaluated,2.16,not evaluated,,,,
2024-06-28 02:00,,,,,,,,,-0.37,not evaluated
2024-06-28 02:00,,,,,,,-0.63,not evaluated,,
2024-06-28 02:30,1015.70,not evaluated,25.77,not evaluated,2.12,not evaluated,,,,
2024-06-28 03:00,1016.15,not evaluated,25.63,not evaluated,2.22,not evaluated,,,,
2024-06-28 03:00,,,,,,,,,-0.34,not evaluated
2024-06-28 03:00,,,,,,,-0.40,not evaluated,,
2024-06-28 03:30,1016.26,not evaluated,25.68,not evaluated,2.54,not evaluated,,,,
2024-06-28 04:00,1015.98,not evaluated,25.75,not evaluated,2.84,not evaluated,,,,
2024-06-28 04:00,,,,,,,,,0.02,not evaluated
2024-06-28 04:00,,,,,,,0.03,not evaluated,,
2024-06-28 04:30,1016.16,not evaluated,26.01,not evaluated,3.26,not evaluated,,,,
2024-06-28 05:00,1016.07,not evaluated,26.51,not evaluated,4.01,not evaluated,,,,
2024-06-28 05:00,,,,,,,0.35,not evaluated,,
2024-06-28 05:00,,,,,,,,,0.30,not evaluated
2024-06-28 05:30,1016.11,not evaluated,26.49,not evaluated,4.54,not evaluated,,,,
2024-06-28 06:00,1016.37,not evaluated,26.52,not evaluated,5.26,not evaluated,,,,
2024-06-28 06:00,,,,,,,0.55,not evaluated,,
2024-06-28 06:00,,,,,,,,,0.51,not evaluated
2024-06-28 06:30,1016.60,not evaluated,26.50,not evaluated,5.88,not evaluated,,,,
2024-06-28 07:00,1016.71,not evaluated,26.53,not evaluated,6.46,not evaluated,,,,
2024-06-28 07:00,,,,,,,0.67,not evaluated,,
2024-06-28 07:00,,,,,,,,,0.62,not evaluated
2024-06-28 07:30,1016.87,not evaluated,26.26,not evaluated,7.11,not evaluated,,,,
2024-06-28 08:00,1016.94,not evaluated,26.21,not evaluated,7.73,not evaluated,,,,
2024-06-28 08:00,,,,,,,0.77,not evaluated,,
2024-06-28 08:00,,,,,,,,,0.72,not evaluated
2024-06-28 08:30,1016.97,not evaluated,26.26,not evaluated,8.08,not evaluated,,,,
2024-06-28 09:00,1017.14,not evaluated,26.18,not evaluated,8.75,not evaluated,,,,
2024-06-28 09:00,,,,,,,0.75,not evaluated,0.81,not evaluated
2024-06-28 09:30,1017.01,not evaluated,25.81,not evaluated,7.85,not evaluated,,,,
2024-06-28 10:00,1017.29,not evaluated,25.84,not evaluated,6.15,not evaluated,,,,
2024-06-28 10:00,,,,,,,0.53,not evaluated,0.72,not evaluated
2024-06-28 10:30,1017.36,not evaluated,26.08,not evaluated,4.76,not evaluated,,,,
2024-06-28 11:00,1017.94,not evaluated,26.13,not evaluated,3.50,not evaluated,,,,
2024-06-28 11:00,,,,,,,0.20,not evaluated,0.57,not evaluated
2024-06-28 11:30,1017.98,not evaluated,26.34,not evaluated,2.49,not evaluated,,,,
2024-06-28 12:00,1018.30,not evaluated,26.67,not evaluated,1.82,not evaluated,,,,
2024-06-28 12:00,,,,,,,-0.13,not evaluated,0.21,not evaluated
2024-06-28 12:30,1018.53,not evaluated,27.08,not evaluated,1.36,not evaluated,,,,
2024-06-28 13:00,1018.99,not evaluated,27.42,not evaluated,1.03,not evaluated,,,,
2024-06-28 13:00,,,,,,,,,-0.25,not evaluated
2024-06-28 13:00,,,,,,,-0.43,not evaluated,,
2024-06-28 13:30,1019.24,not evaluated,27.56,not evaluated,0.81,not evaluated,,,,
2024-06-28 14:00,1019.60,not evaluated,28.01,not evaluated,0.68,not evaluated,,,,
2024-06-28 14:00,,,,,,,-0.61,not evaluated,-0.55,not evaluated
2024-06-28 14:30,1020.05,not evaluated,28.14,not evaluated,0.61,not evaluated,,,,
2024-06-28 15:00,1020.06,not evaluated,28.44,not evaluated,0.57,not evaluated,,,,
2024-06-28 15:00,,,,,,,-0.60,not evaluated,-0.63,not evaluated
2024-06-28 15:30,1020.24,not evaluated,28.91,not evaluated,0.75,not evaluated,,,,
2024-06-28 16:00,1020.33,not evaluated,29.05,not evaluated,1.13,not evaluated,,,,
2024-06-28 16:00,,,,,,,-0.16,not evaluated,,
2024-06-28 16:00,,,,,,,,,-0.22,not evaluated
2024-06-28 16:30,1020.38,not evaluated,29.22,not evaluated,1.70,not evaluated,,,,
2024-06-28 17:00,1020.34,not evaluated,29.27,not evaluated,2.54,not evaluated,,,,
2024-06-28 17:00,,,,,,,0.22,not evaluated,,
2024-06-28 17:00,,,,,,,,,0.17,not evaluated
2024-06-28 17:30,1020.48,not evaluated,29.35,not evaluated,3.04,not evaluated,,,,
2024-06-28 18:00,1020.62,not evaluated,29.56,not evaluated,3.40,not evaluated,,,,
2024-06-28 18:00,,,,,,,0.46,not evaluated,0.39,not evaluated
2024-06-28 18:30,1020.43,not evaluated,29.70,not evaluated,3.74,not evaluated,,,,
2024-06-28 19:00,1020.06,not evaluated,29.82,not evaluated,4.47,not evaluated,,,,
2024-06-28 19:00,,,,,,,0.59,not evaluated,0.53,not evaluated
2024-06-28 19:30,1020.08,not evaluated,29.96,not evaluated,4.98,not evaluated,,,,
2024-06-28 20:00,1020.36,not evaluated,30.09,not evaluated,5.63,not evaluated,,,,
2024-06-28 20:00,,,,,,,0.70,not evaluated,0.64,not evaluated
2024-06-28 20:30,1020.36,not evaluated,29.87,not evaluated,6.41,not evaluated,,,,
2024-06-28 21:00,1020.35,not evaluated,29.52,not evaluated,7.42,not evaluated,,,,
2024-06-28 21:00,,,,,,,0.74,not evaluated,,
2024-06-28 21:00,,,,,,,,,0.71,not evaluated
2024-06-28 21:30,1020.24,not evaluated,29.72,not evaluated,7.62,not evaluated,,,,
2024-06-28 22:00,1020.18,not evaluated,29.92,not evaluated,6.45,not evaluated,,,,
2024-06-28 22:00,,,,,,,0.63,not evaluated,0.71,not evaluated
2024-06-28 22:30,1020.10,not evaluated,29.82,not evaluated,5.51,not evaluated,,,,
2024-06-28 23:00,1020.46,not evaluated,30.41,not evaluated,3.86,not evaluated,,,,
2024-06-28 23:00,,,,,,,,,0.59,not evaluated
2024-06-28 23:00,,,,,,,0.36,not evaluated,,
2024-06-28 23:30,1020.61,not evaluated,29.14,not evaluated,2.93,not evaluated,,,,
2024-06-29 00:00,1020.92,not evaluated,28.49,not evaluated,2.09,not evaluated,,,,
2024-06-29 00:00,,,,,,,0.06,not evaluated,0.30,not evaluated
2024-06-29 00:30,1021.12,not evaluated,28.27,not evaluated,1.42,not evaluated,,,,
2024-06-29 01:00,1021.62,not evaluated,28.13,not evaluated,1.06,not evaluated,,,,
2024-06-29 01:00,,,,,,,-0.24,not evaluated,,
2024-06-29 01:00,,,,,,,,,-0.18,not evaluated
2024-06-29 01:30,1021.97,not evaluated,27.98,not evaluated,0.85,not evaluated,,,,
2024-06-29 02:00,1022.17,not evaluated,27.91,not evaluated,0.73,not evaluated,,,,
2024-06-29 02:00,,,,,,,-0.48,not evaluated,-0.47,not evaluated
2024-06-29 02:30,1022.19,not evaluated,27.81,not evaluated,0.65,not evaluated,,,,
2024-06-29 03:00,1022.59,not evaluated,27.70,not evaluated,0.61,not evaluated,,,,
2024-06-29 03:00,,,,,,,-0.56,not evaluated,,
2024-06-29 03:00,,,,,,,,,-0.59,not evaluated
2024-06-29 03:30,1022.59,not evaluated,27.71,not evaluated,0.60,not evaluated,,,,
2024-06-29 04:00,1022.59,not evaluated,27.56,not evaluated,0.82,not evaluated,,,,
2024-06-29 04:00,,,,,,,-0.32,not evaluated,-0.39,not evaluated
2024-06-29 04:30,1022.37,not evaluated,27.58,not evaluated,1.15,not evaluated,,,,
2024-06-29 05:00,1022.40,not evaluated,27.46,not evaluated,1.82,not evaluated,,,,
2024-06-29 05:00,,,,,,,,,0.04,not evaluated
2024-06-29 05:00,,,,,,,0.11,not evaluated,,
2024-06-29 05:30,1022.53,not evaluated,27.47,not evaluated,2.63,not evaluated,,,,
2024-06-29 06:00,1022.43,not evaluated,27.32,not evaluated,3.17,not evaluated,,,,
2024-06-29 06:00,,,,,,,0.40,not evaluated,0.33,not evaluated
2024-06-29 06:30,1022.47,not evaluated,27.36,not evaluated,3.63,not evaluated,,,,
2024-06-29 07:00,1022.34,not evaluated,27.38,not evaluated,4.14,not evaluated,,,,
2024-06-29 07:00,,,,,,,0.56,not evaluated,,
2024-06-29 07:00,,,,,,,,,0.49,not evaluated
2024-06-29 07:30,1022.29,not evaluated,27.21,not evaluated,4.89,not evaluated,,,,
2024-06-29 08:00,1022.24,not evaluated,27.16,not evaluated,5.60,not evaluated,,,,
2024-06-29 08:00,,,,,,,0.67,not evaluated,,
2024-06-29 08:00,,,,,,,,,0.60,not evaluated
2024-06-29 08:30,1022.17,not evaluated,27.17,not evaluated,6.61,not evaluated,,,,
2024-06-29 09:00,1022.28,not evaluated,27.09,not evaluated,7.18,not evaluated,,,,
2024-06-29 09:00,,,,,,,0.73,not evaluated,0.69,not evaluated
2024-06-29 09:30,1022.38,not evaluated,26.77,not evaluated,8.01,not evaluated,,,,
2024-06-29 10:00,1022.75,not evaluated,26.90,not evaluated,7.58,not evaluated,,,,
2024-06-29 10:00,,,,,,,0.66,not evaluated,,
2024-06-29 10:00,,,,,,,,,0.73,not evaluated
2024-06-29 10:30,1023.07,not evaluated,27.09,not evaluated,6.31,not evaluated,,,,
2024-06-29 11:00,1023.44,not evaluated,27.19,not evaluated,4.65,not evaluated,,,,
2024-06-29 11:00,,,,,,,,,0.62,not evaluated
2024-06-29 11:00,,,,,,,0.41,not evaluated,,
2024-06-29 11:30,1023.76,not evaluated,27.61,not evaluated,3.43,not evaluated,,,,
2024-06-29 12:00,1024.07,not evaluated,28.09,not evaluated,2.46,not evaluated,,,,
2024-06-29 12:00,,,,,,,0.11,not evaluated,0.39,not evaluated
2024-06-29 12:30,1024.38,not evaluated,28.38,not evaluated,1.70,not evaluated,,,,
2024-06-29 13:00,1024.68,not evaluated,28.45,not evaluated,1.19,not evaluated,,,,
2024-06-29 13:00,,,,,,,-0.20,not evaluated,-0.11,not evaluated
2024-06-29 13:30,1024.53,not evaluated,28.93,not evaluated,0.91,not evaluated,,,,
2024-06-29 14:00,1024.48,not evaluated,28.70,not evaluated,0.77,not evaluated,,,,
2024-06-29 14:00,,,,,,,,,-0.47,not evaluated
2024-06-29 14:00,,,,,,,-0.47,not evaluated,,
2024-06-29 14:30,1024.40,not evaluated,29.42,not evaluated,0.68,not evaluated,,,,
2024-06-29 15:00,1024.38,not evaluated,29.98,not evaluated,0.60,not evaluated,,,,
2024-06-29 15:00,,,,,,,-0.64,not evaluated,,
2024-06-29 15:00,,,,,,,,,-0.65,not evaluated
2024-06-29 15:30,1024.25,not evaluated,30.30,not evaluated,0.56,not evaluated,,,,
2024-06-29 16:00,1024.51,not evaluated,29.93,not evaluated,0.55,not evaluated,,,,
2024-06-29 16:00,,,,,,,-0.66,not evaluated,-0.70,not evaluated
2024-06-29 16:30,1024.32,not evaluated,27.69,not evaluated,0.75,not evaluated,,,,
2024-06-29 17:00,1024.09,not evaluated,28.85,not evaluated,1.05,not evaluated,,,,
2024-06-29 17:00,,,,,,,-0.16,not evaluated,-0.23,not evaluated
2024-06-29 17:30,1023.89,not evaluated,29.75,not evaluated,1.76,not evaluated,,,,
2024-06-29 18:00,1023.80,not evaluated,29.92,not evaluated,2.54,not evaluated,,,,
2024-06-29 18:00,,,,,,,0.25,not evaluated,0.18,not evaluated
2024-06-29 18:30,1023.73,not evaluated,29.83,not evaluated,3.12,not evaluated,,,,
2024-06-29 19:00,1023.70,not evaluated,30.42,not evaluated,3.54,not evaluated,,,,
2024-06-29 19:00,,,,,,,0.48,not evaluated,0.41,not evaluated
2024-06-29 19:30,1023.55,not evaluated,30.41,not evaluated,4.01,not evaluated,,,,
2024-06-29 20:00,1023.56,not evaluated,30.40,not evaluated,4.96,not evaluated,,,,
2024-06-29 20:00,,,,,,,0.64,not evaluated,,
2024-06-29 20:00,,,,,,,,,0.55,not evaluated
2024-06-29 20:30,1023.39,not evaluated,30.12,not evaluated,5.77,not evaluated,,,,
2024-06-29 21:00,1023.50,not evaluated,30.09,not evaluated,6.93,not evaluated,,,,
2024-06-29 21:00,,,,,,,,,0.66,not evaluated
2024-06-29 21:00,,,,,,,0.75,not evaluated,,
2024-06-29 21:30,1023.30,not evaluated,30.38,not evaluated,7.79,not evaluated,,,,
2024-06-29 22:00,1023.14,not evaluated,30.65,not evaluated,9.12,not evaluated,,,,
2024-06-29 22:00,,,,,,,0.79,not evaluated,,
2024-06-29 22:00,,,,,,,,,0.76,not evaluated
2024-06-29 22:30,1023.23,not evaluated,30.30,not evaluated,9.32,not evaluated,,,,
2024-06-29 23:00,1023.19,not evaluated,30.19,not evaluated,7.81,not evaluated,,,,
2024-06-29 23:00,,,,,,,,,0.75,not evaluated
2024-06-29 23:00,,,,,,,0.66,not evaluated,,
2024-06-29 23:30,1023.16,not evaluated,31.80,not evaluated,6.56,not evaluated,,,,
2024-06-30 00:00,1023.38,not evaluated,29.80,not evaluated,4.36,not evaluated,,,,
2024-06-30 00:00,,,,,,,0.39,not evaluated,,
2024-06-30 00:00,,,,,,,,,0.62,not evaluated
2024-06-30 00:30,1023.55,not evaluated,29.27,not evaluated,3.31,not evaluated,,,,
2024-06-30 01:00,1023.50,not evaluated,29.00,not evaluated,2.48,not evaluated,,,,
2024-06-30 01:00,,,,,,,0.09,not evaluated,,
2024-06-30 01:00,,,,,,,,,0.36,not evaluated
2024-06-30 01:30,1023.72,not evaluated,28.73,not evaluated,1.81,not evaluated,,,,
2024-06-30 02:00,1023.53,not evaluated,28.69,not evaluated,1.36,not evaluated,,,,
2024-06-30 02:00,,,,,,,-0.20,not evaluated,,
2024-06-30 02:00,,,,,,,,,-0.14,not evaluated
2024-06-30 02:30,1024.03,not evaluated,28.32,not evaluated,1.09,not evaluated,,,,
2024-06-30 03:00,1024.18,not evaluated,28.14,not evaluated,0.95,not evaluated,,,,
2024-06-30 03:00,,,,,,,-0.42,not evaluated,-0.42,not evaluated
2024-06-30 03:30,1024.15,not evaluated,27.91,not evaluated,0.86,not evaluated,,,,
2024-06-30 04:00,1024.19,not evaluated,27.70,not evaluated,0.81,not evaluated,,,,
2024-06-30 04:00,,,,,,,,,-0.57,not evaluated
2024-06-30 04:00,,,,,,,-0.54,not evaluated,,
2024-06-30 04:30,1024.02,not evaluated,27.59,not evaluated,0.78,not evaluated,,,,
2024-06-30 05:00,1023.76,not evaluated,27.54,not evaluated,0.91,not evaluated,,,,
2024-06-30 05:00,,,,,,,-0.35,not evaluated,,
2024-06-30 05:00,,,,,,,,,-0.42,not evaluated
2024-06-30 05:30,1023.66,not evaluated,27.42,not evaluated,1.28,not evaluated,,,,
2024-06-30 06:00,1023.61,not evaluated,27.44,not evaluated,1.77,not evaluated,,,,
2024-06-30 06:00,,,,,,,,,-0.01,not evaluated
2024-06-30 06:00,,,,,,,0.05,not evaluated,,
2024-06-30 06:30,1023.39,not evaluated,27.40,not evaluated,2.69,not evaluated,,,,
2024-06-30 07:00,1023.31,not evaluated,27.26,not evaluated,3.42,not evaluated,,,,
2024-06-30 07:00,,,,,,,0.34,not evaluated,,
2024-06-30 07:00,,,,,,,,,0.27,not evaluated
2024-06-30 07:30,1023.13,not evaluated,27.34,not evaluated,3.67,not evaluated,,,,
2024-06-30 08:00,1023.01,not evaluated,27.31,not evaluated,4.07,not evaluated,,,,
2024-06-30 08:00,,,,,,,0.51,not evaluated,0.44,not evaluated
2024-06-30 08:30,1023.04,not evaluated,27.34,not evaluated,4.62,not evaluated,,,,
2024-06-30 09:00,1022.92,not evaluated,27.31,not evaluated,5.42,not evaluated,,,,
2024-06-30 09:00,,,,,,,0.61,not evaluated,0.55,not evaluated
2024-06-30 09:30,1023.00,not evaluated,27.24,not evaluated,5.74,not evaluated,,,,
2024-06-30 10:00,1023.18,not evaluated,27.19,not evaluated,6.35,not evaluated,,,,
2024-06-30 10:00,,,,,,,,,0.63,not evaluated
2024-06-30 10:00,,,,,,,0.65,not evaluated,,
2024-06-30 10:30,1023.28,not evaluated,27.39,not evaluated,6.58,not evaluated,,,,
2024-06-30 11:00,1023.44,not evaluated,27.56,not evaluated,6.13,not evaluated,,,,
2024-06-30 11:00,,,,,,,,,0.63,not evaluated
2024-06-30 11:00,,,,,,,0.56,not evaluated,,
2024-06-30 11:30,1023.36,not evaluated,27.81,not evaluated,4.94,not evaluated,,,,
2024-06-30 12:00,1023.29,not evaluated,28.20,not evaluated,3.64,not evaluated,,,,
2024-06-30 12:00,,,,,,,,,0.49,not evaluated
2024-06-30 12:00,,,,,,,0.28,not evaluated,,
2024-06-30 12:30,1023.27,not evaluated,28.55,not evaluated,2.79,not evaluated,,,,
2024-06-30 13:00,1023.39,not evaluated,29.05,not evaluated,1.93,not evaluated,,,,
2024-06-30 13:00,,,,,,,,,0.09,not evaluated
2024-06-30 13:00,,,,,,,-0.04,not evaluated,,
2024-06-30 13:30,1023.12,not evaluated,29.57,not evaluated,1.37,not evaluated,,,,
2024-06-30 14:00,1022.73,not evaluated,29.87,not evaluated,1.12,not evaluated,,,,
2024-06-30 14:00,,,,,,,-0.34,not evaluated,-0.33,not evaluated
2024-06-30 14:30,1022.68,not evaluated,30.28,not evaluated,0.92,not evaluated,,,,
2024-06-30 15:00,1022.62,not evaluated,30.72,not evaluated,0.81,not evaluated,,,,
2024-06-30 15:00,,,,,,,-0.57,not evaluated,-0.58,not evaluated
2024-06-30 15:30,1022.66,not evaluated,30.93,not evaluated,0.74,not evaluated,,,,
2024-06-30 16:00,1022.29,not evaluated,31.00,not evaluated,0.68,not evaluated,,,,
2024-06-30 16:00,,,,,,,-0.70,not evaluated,-0.73,not evaluated
2024-06-30 16:30,1022.14,not evaluated,31.52,not evaluated,0.64,not evaluated,,,,
2024-06-30 17:00,1021.86,not evaluated,31.38,not evaluated,0.70,not evaluated,,,,
2024-06-30 17:00,,,,,,,,,-0.66,not evaluated
2024-06-30 17:00,,,,,,,-0.57,not evaluated,,
2024-06-30 17:30,1021.32,not evaluated,31.89,not evaluated,1.03,not evaluated,,,,
2024-06-30 18:00,1020.96,not evaluated,32.07,not evaluated,1.42,not evaluated,,,,
2024-06-30 18:00,,,,,,,-0.12,not evaluated,-0.20,not evaluated
2024-06-30 18:30,1020.45,not evaluated,32.26,not evaluated,2.19,not evaluated,,,,
2024-06-30 19:00,1020.53,not evaluated,32.34,not evaluated,3.06,not evaluated,,,,
2024-06-30 19:00,,,,,,,,,0.18,not evaluated
2024-06-30 19:00,,,,,,,0.25,not evaluated,,
2024-06-30 19:30,1020.19,not evaluated,32.15,not evaluated,3.52,not evaluated,,,,
2024-06-30 20:00,1020.21,not evaluated,31.63,not evaluated,4.03,not evaluated,,,,
2024-06-30 20:00,,,,,,,,,0.40,not evaluated
2024-06-30 20:00,,,,,,,0.48,not evaluated,,
2024-06-30 20:30,1019.69,not evaluated,31.35,not evaluated,4.67,not evaluated,,,,
2024-06-30 21:00,1019.43,not evaluated,30.81,not evaluated,5.60,not evaluated,,,,
2024-06-30 21:00,,,,,,,0.63,not evaluated,,
2024-06-30 21:00,,,,,,,,,0.54,not evaluated
2024-06-30 21:30,1019.12,not evaluated,30.48,not evaluated,6.46,not evaluated,,,,
2024-06-30 22:00,1019.05,not evaluated,30.33,not evaluated,7.54,not evaluated,,,,
2024-06-30 22:00,,,,,,,0.74,not evaluated,0.65,not evaluated
2024-06-30 22:30,1018.88,not evaluated,30.00,not evaluated,8.31,not evaluated,,,,
2024-06-30 23:00,1019.57,not evaluated,29.85,not evaluated,9.52,not evaluated,,,,
2024-06-30 23:00,,,,,,,,,0.75,not evaluated
2024-06-30 23:00,,,,,,,0.80,not evaluated,,
2024-06-30 23:30,1019.76,not evaluated,29.59,not evaluated,9.95,not evaluated,,,,
2024-07-01 00:00,1019.82,not evaluated,29.45,not evaluated,9.57,not evaluated,,,,
2024-07-01 00:00,,,,,,,0.70,not evaluated,0.78,not evaluated
2024-07-01 00:30,1019.97,not evaluated,29.29,not evaluated,8.25,not evaluated,,,,
2024-07-01 01:00,1020.10,not evaluated,29.11,not evaluated,6.02,not evaluated,,,,
2024-07-01 01:00,,,,,,,0.45,not evaluated,0.66,not evaluated
2024-07-01 01:30,1019.84,not evaluated,29.02,not evaluated,4.57,not evaluated,,,,
2024-07-01 02:00,1019.80,not evaluated,28.93,not evaluated,3.38,not evaluated,,,,
2024-07-01 02:00,,,,,,,0.15,not evaluated,0.45,not evaluated
2024-07-01 02:30,1019.95,not evaluated,28.87,not evaluated,2.51,not evaluated,,,,
2024-07-01 03:00,1019.95,not evaluated,28.79,not evaluated,1.97,not evaluated,,,,
2024-07-01 03:00,,,,,,,-0.13,not evaluated,-0.03,not evaluated
2024-07-01 03:30,1019.78,not evaluated,28.72,not evaluated,1.56,not evaluated,,,,
2024-07-01 04:00,1019.75,not evaluated,28.60,not evaluated,1.32,not evaluated,,,,
2024-07-01 04:00,,,,,,,,,-0.40,not evaluated
2024-07-01 04:00,,,,,,,-0.39,not evaluated,,
2024-07-01 04:30,1019.46,not evaluated,28.52,not evaluated,1.20,not evaluated,,,,
2024-07-01 05:00,1019.05,not evaluated,28.46,not evaluated,1.11,not evaluated,,,,
2024-07-01 05:00,,,,,,,,,-0.55,not evaluated
2024-07-01 05:00,,,,,,,-0.52,not evaluated,,
2024-07-01 05:30,1018.92,not evaluated,28.41,not evaluated,1.07,not evaluated,,,,
2024-07-01 06:00,1018.50,not evaluated,28.40,not evaluated,1.11,not evaluated,,,,
2024-07-01 06:00,,,,,,,-0.44,not evaluated,,
2024-07-01 06:00,,,,,,,,,-0.51,not evaluated
2024-07-01 06:30,1018.70,not evaluated,28.40,not evaluated,1.59,not evaluated,,,,
2024-07-01 07:00,1018.36,not evaluated,26.97,not evaluated,1.97,not evaluated,,,,
2024-07-01 07:00,,,,,,,-0.05,not evaluated,-0.11,not evaluated
