%
% SMC-23ST (34.258000 N -77.919900 E)
%
% SMC-23ST Air pressure (mbar) @ 0 m (height)
% SMC-23ST Air temperature (deg C) @ 0 m (height)
% SMC-23ST Salinity (ppt) @ 0 m (depth)
%
Time (utc),SMC-23ST Air pressure (mbar),SMC-23ST Air pressure (mbar) quality,SMC-23ST Air temperature (deg C),SMC-23ST Air temperature (deg C) quality,SMC-23ST Salinity (ppt),SMC-23ST Salinity (ppt) quality
2024-05-31 14:00,1025.60,not evaluated,22.65,not evaluated,0.46,not evaluated
2024-05-31 14:30,1026.11,not evaluated,23.10,not evaluated,0.44,not evaluated
2024-05-31 15:00,1026.40,not evaluated,23.40,not evaluated,0.42,not evaluated
2024-05-31 15:30,1026.26,not evaluated,23.65,not evaluated,0.41,not evaluated
2024-05-31 16:00,1026.01,not evaluated,24.15,not evaluated,0.41,not evaluated
2024-05-31 16:30,1025.85,not evaluated,24.55,not evaluated,0.42,not evaluated
2024-05-31 17:00,1025.72,not evaluated,24.78,not evaluated,0.45,not evaluated
2024-05-31 17:30,1025.61,not evaluated,24.82,not evaluated,0.49,not evaluated
2024-05-31 18:00,1025.68,not evaluated,25.19,not evaluated,0.54,not evaluated
2024-05-31 18:30,1025.68,not evaluated,25.34,not evaluated,0.59,not evaluated
2024-05-31 19:00,1025.64,not evaluated,25.61,not evaluated,0.64,not evaluated
2024-05-31 19:30,1025.55,not evaluated,25.64,not evaluated,0.69,not evaluated
2024-05-31 20:00,1025.53,not evaluated,25.34,not evaluated,0.74,not evaluated
2024-05-31 20:30,1024.92,not evaluated,25.18,not evaluated,0.78,not evaluated
2024-05-31 21:00,1024.96,not evaluated,25.21,not evaluated,0.84,not evaluated
2024-05-31 21:30,1025.05,not evaluated,25.32,not evaluated,0.91,not evaluated
2024-05-31 22:00,1025.23,not evaluated,25.59,not evaluated,0.99,not evaluated
2024-05-31 22:30,1025.34,not evaluated,25.33,not evaluated,1.02,not evaluated
2024-05-31 23:00,1025.59,not evaluated,25.09,not evaluated,0.92,not evaluated
2024-05-31 23:30,1025.84,not evaluated,24.26,not evaluated,0.80,not evaluated
2024-06-01 00:00,1026.13,not evaluated,23.59,not evaluated,0.72,not evaluated
2024-06-01 00:30,1026.26,not evaluated,23.13,not evaluated,0.65,not evaluated
2024-06-01 01:00,1026.41,not evaluated,22.65,not evaluated,0.58,not evaluated
2024-06-01 01:30,1026.61,not evaluated,22.41,not evaluated,0.53,not evaluated
2024-06-01 02:00,1026.96,not evaluated,22.48,not evaluated,0.50,not evaluated
2024-06-01 02:30,1027.31,not evaluated,22.44,not evaluated,0.47,not evaluated
2024-06-01 03:00,1027.35,not evaluated,22.20,not evaluated,0.46,not evaluated
2024-06-01 03:30,1027.35,not evaluated,22.20,not evaluated,0.45,not evaluated
2024-06-01 04:00,1027.48,not evaluated,21.98,not evaluated,0.44,not evaluated
2024-06-01 04:30,1027.50,not evaluated,21.62,not evaluated,0.44,not evaluated
2024-06-01 05:00,1027.33,not evaluated,21.23,not evaluated,0.46,not evaluated
2024-06-01 05:30,1026.98,not evaluated,21.05,not evaluated,0.49,not evaluated
2024-06-01 06:00,1026.80,not evaluated,20.77,not evaluated,0.53,not evaluated
2024-06-01 06:30,1026.61,not evaluated,20.56,not evaluated,0.57,not evaluated
2024-06-01 07:00,1026.60,not evaluated,20.71,not evaluated,0.63,not evaluated
2024-06-01 07:30,1026.52,not evaluated,20.61,not evaluated,0.68,not evaluated
2024-06-01 08:00,1026.26,not evaluated,20.33,not evaluated,0.74,not evaluated
2024-06-01 08:30,1026.51,not evaluated,20.24,not evaluated,0.79,not evaluated
2024-06-01 09:00,1026.77,not evaluated,20.19,not evaluated,0.85,not evaluated
2024-06-01 09:30,1027.00,not evaluated,20.29,not evaluated,0.92,not evaluated
2024-06-01 10:00,1027.47,not evaluated,20.28,not evaluated,1.04,not evaluated
2024-06-01 10:30,1027.70,not evaluated,20.42,not evaluated,1.12,not evaluated
2024-06-01 11:00,1027.94,not evaluated,20.48,not evaluated,1.14,not evaluated
2024-06-01 11:30,1028.35,not evaluated,20.94,not evaluated,1.00,not evaluated
2024-06-01 12:00,1028.53,not evaluated,21.79,not evaluated,0.86,not evaluated
2024-06-01 12:30,1028.87,not evaluated,22.47,not evaluated,0.76,not evaluated
2024-06-01 13:00,1028.87,not evaluated,23.18,not evaluated,0.67,not evaluated
2024-06-01 13:30,1028.68,not evaluated,23.41,not evaluated,0.59,not evaluated
2024-06-01 14:00,1028.55,not evaluated,23.49,not evaluated,0.53,not evaluated
2024-06-01 14:30,1028.63,not evaluated,23.86,not evaluated,0.49,not evaluated
2024-06-01 15:00,1028.24,not evaluated,24.10,not evaluated,0.47,not evaluated
2024-06-01 15:30,1028.52,not evaluated,24.33,not evaluated,0.45,not evaluated
2024-06-01 16:00,1028.19,not evaluated,24.05,not evaluated,0.43,not evaluated
2024-06-01 16:30,1028.05,not evaluated,24.44,not evaluated,0.43,not evaluated
2024-06-01 17:00,1027.65,not evaluated,24.57,not evaluated,0.46,not evaluated
2024-06-01 17:30,1027.29,not evaluated,24.76,not evaluated,0.45,not evaluated
2024-06-01 18:00,1027.09,not evaluated,24.92,not evaluated,0.50,not evaluated
2024-06-01 18:30,1026.79,not evaluated,25.08,not evaluated,0.54,not evaluated
2024-06-01 19:00,1027.14,not evaluated,25.10,not evaluated,0.59,not evaluated
2024-06-01 19:30,1026.27,not evaluated,25.27,not evaluated,0.65,not evaluated
2024-06-01 20:00,1026.32,not evaluated,25.23,not evaluated,0.71,not evaluated
2024-06-01 20:30,1025.97,not evaluated,25.21,not evaluated,0.78,not evaluated
2024-06-01 21:00,1025.82,not evaluated,25.20,not evaluated,0.85,not evaluated
2024-06-01 21:30,1025.90,not evaluated,25.28,not evaluated,0.94,not evaluated
2024-06-01 22:00,1025.76,not evaluated,26.13,not evaluated,1.07,not evaluated
2024-06-01 22:30,1025.50,not evaluated,26.70,not evaluated,1.36,not evaluated
2024-06-01 23:00,1025.59,not evaluated,26.69,not evaluated,1.56,not evaluated
2024-06-01 23:30,1025.72,not evaluated,26.23,not evaluated,1.71,not evaluated
2024-06-02 00:00,1025.96,not evaluated,24.83,not evaluated,1.61,not evaluated
2024-06-02 00:30,1025.94,not evaluated,24.33,not evaluated,1.20,not evaluated
2024-06-02 01:00,1025.87,not evaluated,23.92,not evaluated,0.94,not evaluated
2024-06-02 01:30,1025.97,not evaluated,23.32,not evaluated,0.80,not evaluated
2024-06-02 02:00,1026.01,not evaluated,22.31,not evaluated,0.70,not evaluated
2024-06-02 02:30,1025.86,not evaluated,22.13,not evaluated,0.61,not evaluated
2024-06-02 03:00,1025.61,not evaluated,22.48,not evaluated,0.55,not evaluated
2024-06-02 03:30,1025.47,not evaluated,22.29,not evaluated,0.51,not evaluated
2024-06-02 04:00,1025.21,not evaluated,22.18,not evaluated,0.49,not evaluated
2024-06-02 04:30,1025.06,not evaluated,21.90,not evaluated,0.47,not evaluated
2024-06-02 05:00,1025.03,not evaluated,21.84,not evaluated,0.46,not evaluated
2024-06-02 05:30,1024.97,not evaluated,21.82,not evaluated,0.45,not evaluated
2024-06-02 06:00,1024.85,not evaluated,21.62,not evaluated,0.46,not evaluated
2024-06-02 06:30,1024.54,not evaluated,21.47,not evaluated,0.50,not evaluated
2024-06-02 07:00,1024.43,not evaluated,21.58,not evaluated,0.54,not evaluated
2024-06-02 07:30,1024.32,not evaluated,21.70,not evaluated,0.60,not evaluated
2024-06-02 08:00,1024.04,not evaluated,21.35,not evaluated,0.68,not evaluated
2024-06-02 08:30,1024.04,not evaluated,21.31,not evaluated,0.75,not evaluated
2024-06-02 09:00,1024.06,not evaluated,21.38,not evaluated,0.83,not evaluated
2024-06-02 09:30,1024.16,not evaluated,21.33,not evaluated,0.90,not evaluated
2024-06-02 10:00,1024.48,not evaluated,21.38,not evaluated,0.98,not evaluated
2024-06-02 10:30,1024.67,not evaluated,21.28,not evaluated,1.09,not evaluated
2024-06-02 11:00,1024.92,not evaluated,21.19,not evaluated,1.26,not evaluated
2024-06-02 11:30,1025.22,not evaluated,22.08,not evaluated,1.43,not evaluated
2024-06-02 12:00,1025.28,not evaluated,22.44,not evaluated,1.40,not evaluated
2024-06-02 12:30,1025.28,not evaluated,23.44,not evaluated,1.24,not evaluated
2024-06-02 13:00,1025.29,not evaluated,24.34,not evaluated,0.98,not evaluated
2024-06-02 13:30,1025.29,not evaluated,24.59,not evaluated,0.84,not evaluated
2024-06-02 14:00,1025.21,not evaluated,25.05,not evaluated,0.72,not evaluated
2024-06-02 14:30,1025.19,not evaluated,25.34,not evaluated,0.62,not evaluated
2024-06-02 15:00,1025.04,not evaluated,25.27,not evaluated,0.55,not evaluated
2024-06-02 15:30,1024.93,not evaluated,25.77,not evaluated,0.51,not evaluated
2024-06-02 16:00,1024.71,not evaluated,25.94,not evaluated,0.48,not evaluated
2024-06-02 16:30,1024.43,not evaluated,26.34,not evaluated,0.46,not evaluated
2024-06-02 17:00,1024.22,not evaluated,26.47,not evaluated,0.46,not evaluated
2024-06-02 17:30,1023.81,not evaluated,26.27,not evaluated,0.45,not evaluated
2024-06-02 18:00,1023.46,not evaluated,26.81,not evaluated,0.45,not evaluated
2024-06-02 18:30,1023.19,not evaluated,27.28,not evaluated,0.47,not evaluated
2024-06-02 19:00,1022.91,not evaluated,27.59,not evaluated,0.52,not evaluated
2024-06-02 19:30,1022.60,not evaluated,27.58,not evaluated,0.58,not evaluated
2024-06-02 20:00,1022.21,not evaluated,27.50,not evaluated,0.65,not evaluated
2024-06-02 20:30,1022.16,not evaluated,27.49,not evaluated,0.73,not evaluated
2024-06-02 21:00,1022.15,not evaluated,27.54,not evaluated,0.82,not evaluated
2024-06-02 21:30,1021.96,not evaluated,27.22,not evaluated,0.92,not evaluated
2024-06-02 22:00,1021.95,not evaluated,26.78,not evaluated,1.03,not evaluated
2024-06-02 22:30,1021.90,not evaluated,26.83,not evaluated,1.20,not evaluated
2024-06-02 23:00,1021.92,not evaluated,26.05,not evaluated,1.50,not evaluated
2024-06-02 23:30,1021.91,not evaluated,25.86,not evaluated,2.03,not evaluated
2024-06-03 00:00,1022.01,not evaluated,25.51,not evaluated,2.44,not evaluated
2024-06-03 00:30,1022.25,not evaluated,25.24,not evaluated,2.61,not evaluated
2024-06-03 01:00,1022.21,not evaluated,25.14,not evaluated,2.60,not evaluated
2024-06-03 01:30,1022.33,not evaluated,25.08,not evaluated,2.18,not evaluated
2024-06-03 02:00,1022.43,not evaluated,24.94,not evaluated,1.51,not evaluated
2024-06-03 02:30,1022.41,not evaluated,24.85,not evaluated,1.12,not evaluated
2024-06-03 03:00,1022.31,not evaluated,24.57,not evaluated,0.90,not evaluated
2024-06-03 03:30,1022.33,not evaluated,24.36,not evaluated,0.75,not evaluated
2024-06-03 04:00,1022.02,not evaluated,24.11,not evaluated,0.65,not evaluated
2024-06-03 04:30,1021.93,not evaluated,23.99,not evaluated,0.58,not evaluated
2024-06-03 05:00,1021.73,not evaluated,24.09,not evaluated,0.54,not evaluated
2024-06-03 05:30,1021.31,not evaluated,23.61,not evaluated,0.52,not evaluated
2024-06-03 06:00,1021.20,not evaluated,23.57,not evaluated,0.50,not evaluated
2024-06-03 06:30,1020.99,not evaluated,23.64,not evaluated,0.49,not evaluated
2024-06-03 07:00,1020.62,not evaluated,23.80,not evaluated,0.49,not evaluated
2024-06-03 07:30,1020.46,not evaluated,23.75,not evaluated,0.52,not evaluated
2024-06-03 08:00,1020.34,not evaluated,23.64,not evaluated,0.58,not evaluated
2024-06-03 08:30,1020.16,not evaluated,23.44,not evaluated,0.65,not evaluated
2024-06-03 09:00,1020.20,not evaluated,23.21,not evaluated,0.77,not evaluated
2024-06-03 09:30,1020.10,not evaluated,23.12,not evaluated,0.88,not evaluated
2024-06-03 10:00,1020.58,not evaluated,22.96,not evaluated,1.00,not evaluated
2024-06-03 10:30,1021.02,not evaluated,22.27,not evaluated,1.10,not evaluated
2024-06-03 11:00,1021.43,not evaluated,23.10,not evaluated,1.21,not evaluated
2024-06-03 11:30,1021.49,not evaluated,23.21,not evaluated,1.34,not evaluated
2024-06-03 12:00,1021.78,not evaluated,23.44,not evaluated,1.51,not evaluated
2024-06-03 12:30,1021.77,not evaluated,23.82,not evaluated,1.72,not evaluated
2024-06-03 13:00,1021.90,not evaluated,24.09,not evaluated,1.70,not evaluated
2024-06-03 13:30,1021.88,not evaluated,24.76,not evaluated,1.40,not evaluated
2024-06-03 14:00,1021.69,not evaluated,24.90,not evaluated,1.13,not evaluated
2024-06-03 14:30,1021.25,not evaluated,25.73,not evaluated,0.95,not evaluated
2024-06-03 15:00,1020.98,not evaluated,26.17,not evaluated,0.79,not evaluated
2024-06-03 15:30,1020.84,not evaluated,26.26,not evaluated,0.66,not evaluated
2024-06-03 16:00,1020.45,not evaluated,26.06,not evaluated,0.59,not evaluated
2024-06-03 16:30,1020.01,not evaluated,26.62,not evaluated,0.54,not evaluated
2024-06-03 17:00,1019.75,not evaluated,27.61,not evaluated,0.51,not evaluated
2024-06-03 17:30,1019.41,not evaluated,27.78,not evaluated,0.50,not evaluated
2024-06-03 18:00,1019.04,not evaluated,27.93,not evaluated,0.49,not evaluated
2024-06-03 18:30,1018.50,not evaluated,27.63,not evaluated,0.48,not evaluated
2024-06-03 19:00,1018.22,not evaluated,27.67,not evaluated,0.49,not evaluated
2024-06-03 19:30,1018.10,not evaluated,28.35,not evaluated,0.54,not evaluated
2024-06-03 20:00,1017.67,not evaluated,27.83,not evaluated,0.60,not evaluated
2024-06-03 20:30,1017.61,not evaluated,27.95,not evaluated,0.69,not evaluated
2024-06-03 21:00,1017.54,not evaluated,27.93,not evaluated,0.82,not evaluated
2024-06-03 21:30,1017.60,not evaluated,27.87,not evaluated,0.94,not evaluated
2024-06-03 22:00,1017.48,not evaluated,28.40,not evaluated,1.08,not evaluated
2024-06-03 22:30,1017.78,not evaluated,28.25,not evaluated,1.23,not evaluated
2024-06-03 23:00,1017.65,not evaluated,27.08,not evaluated,1.46,not evaluated
2024-06-03 23:30,1017.89,not evaluated,26.26,not evaluated,1.88,not evaluated
2024-06-04 00:00,1017.58,not evaluated,25.88,not evaluated,2.39,not evaluated
2024-06-04 00:30,1017.59,not evaluated,25.61,not evaluated,2.89,not evaluated
2024-06-04 01:00,1017.95,not evaluated,25.48,not evaluated,3.11,not evaluated
2024-06-04 01:30,1018.02,not evaluated,25.43,not evaluated,3.25,not evaluated
2024-06-04 02:00,1018.21,not evaluated,25.30,not evaluated,3.20,not evaluated
2024-06-04 02:30,1018.47,not evaluated,25.15,not evaluated,2.99,not evaluated
2024-06-04 03:00,1018.35,not evaluated,24.97,not evaluated,2.52,not evaluated
2024-06-04 03:30,1018.28,not evaluated,24.91,not evaluated,1.88,not evaluated
2024-06-04 04:00,1018.41,not evaluated,24.65,not evaluated,1.40,not evaluated
2024-06-04 04:30,1018.66,not evaluated,24.61,not evaluated,1.08,not evaluated
2024-06-04 05:00,1018.62,not evaluated,24.32,not evaluated,0.89,not evaluated
2024-06-04 05:30,1018.30,not evaluated,24.05,not evaluated,0.76,not evaluated
2024-06-04 06:00,1018.26,not evaluated,23.92,not evaluated,0.67,not evaluated
2024-06-04 06:30,1017.80,not evaluated,24.04,not evaluated,0.62,not evaluated
2024-06-04 07:00,1017.44,not evaluated,23.87,not evaluated,0.58,not evaluated
2024-06-04 07:30,1017.46,not evaluated,23.43,not evaluated,0.56,not evaluated
2024-06-04 08:00,1017.42,not evaluated,23.68,not evaluated,0.57,not evaluated
2024-06-04 08:30,1017.59,not evaluated,23.61,not evaluated,0.61,not evaluated
2024-06-04 09:00,1017.79,not evaluated,22.97,not evaluated,0.68,not evaluated
2024-06-04 09:30,1018.20,not evaluated,22.87,not evaluated,0.79,not evaluated
2024-06-04 10:00,1018.54,not evaluated,23.12,not evaluated,0.95,not evaluated
2024-06-04 10:30,1018.85,not evaluated,22.76,not evaluated,1.12,not evaluated
2024-06-04 11:00,1019.13,not evaluated,22.96,not evaluated,1.28,not evaluated
2024-06-04 11:30,1019.47,not evaluated,23.43,not evaluated,1.42,not evaluated
2024-06-04 12:00,1019.59,not evaluated,23.72,not evaluated,1.58,not evaluated
2024-06-04 12:30,1019.89,not evaluated,24.29,not evaluated,1.76,not evaluated
2024-06-04 13:00,1020.09,not evaluated,25.01,not evaluated,1.99,not evaluated
2024-06-04 13:30,1019.99,not evaluated,25.50,not evaluated,2.19,not evaluated
2024-06-04 14:00,1020.07,not evaluated,26.01,not evaluated,2.11,not evaluated
2024-06-04 14:30,1020.20,not evaluated,26.52,not evaluated,1.77,not evaluated
2024-06-04 15:00,1019.78,not evaluated,26.69,not evaluated,1.41,not evaluated
2024-06-04 15:30,1019.61,not evaluated,27.13,not evaluated,1.16,not evaluated
2024-06-04 16:00,1019.41,not evaluated,27.38,not evaluated,0.94,not evaluated
2024-06-04 16:30,1019.21,not evaluated,27.66,not evaluated,0.78,not evaluated
2024-06-04 17:00,1018.94,not evaluated,27.96,not evaluated,0.69,not evaluated
2024-06-04 17:30,1018.63,not evaluated,28.50,not evaluated,0.64,not evaluated
2024-06-04 18:00,1018.53,not evaluated,28.53,not evaluated,0.61,not evaluated
2024-06-04 18:30,1018.30,not evaluated,28.49,not evaluated,0.59,not evaluated
2024-06-04 19:00,1017.88,not evaluated,28.14,not evaluated,0.58,not evaluated
2024-06-04 19:30,1017.63,not evaluated,29.39,not evaluated,0.57,not evaluated
2024-06-04 20:00,1017.57,not evaluated,29.76,not evaluated,0.59,not evaluated
2024-06-04 20:30,1017.22,not evaluated,29.27,not evaluated,0.66,not evaluated
2024-06-04 21:00,1017.15,not evaluated,29.12,not evaluated,0.74,not evaluated
2024-06-04 21:30,1017.36,not evaluated,28.90,not evaluated,0.87,not evaluated
2024-06-04 22:00,1017.20,not evaluated,29.15,not evaluated,1.07,not evaluated
2024-06-04 22:30,1017.15,not evaluated,29.16,not evaluated,1.23,not evaluated
2024-06-04 23:00,1017.09,not evaluated,29.59,not evaluated,1.45,not evaluated
2024-06-04 23:30,1017.22,not evaluated,28.97,not evaluated,1.67,not evaluated
2024-06-05 00:00,1017.35,not evaluated,27.20,not evaluated,2.02,not evaluated
2024-06-05 00:30,1017.47,not evaluated,26.45,not evaluated,2.63,not evaluated
2024-06-05 01:00,1017.65,not evaluated,25.97,not evaluated,3.23,not evaluated
2024-06-05 01:30,1017.89,not evaluated,25.69,not evaluated,3.71,not evaluated
2024-06-05 02:00,1018.40,not evaluated,25.58,not evaluated,4.04,not evaluated
2024-06-05 02:30,1018.56,not evaluated,25.37,not evaluated,4.12,not evaluated
2024-06-05 03:00,1018.56,not evaluated,25.23,not evaluated,4.06,not evaluated
2024-06-05 03:30,1018.58,not evaluated,25.08,not evaluated,3.74,not evaluated
2024-06-05 04:00,1018.53,not evaluated,25.03,not evaluated,3.15,not evaluated
2024-06-05 04:30,1018.50,not evaluated,25.10,not evaluated,2.43,not evaluated
2024-06-05 05:00,1018.29,not evaluated,25.05,not evaluated,1.82,not evaluated
2024-06-05 05:30,1018.32,not evaluated,24.85,not evaluated,1.40,not evaluated
2024-06-05 06:00,1018.25,not evaluated,24.71,not evaluated,1.14,not evaluated
2024-06-05 06:30,1018.14,not evaluated,24.54,not evaluated,0.96,not evaluated
2024-06-05 07:00,1018.06,not evaluated,24.13,not evaluated,0.84,not evaluated
2024-06-05 07:30,1018.03,not evaluated,24.09,not evaluated,0.75,not evaluated
2024-06-05 08:00,1017.75,not evaluated,24.16,not evaluated,0.70,not evaluated
2024-06-05 08:30,1017.94,not evaluated,24.08,not evaluated,0.68,not evaluated
2024-06-05 09:00,1018.07,not evaluated,23.94,not evaluated,0.69,not evaluated
2024-06-05 09:30,1018.06,not evaluated,23.90,not evaluated,0.77,not evaluated
2024-06-05 10:00,1018.12,not evaluated,23.87,not evaluated,0.87,not evaluated
2024-06-05 10:30,1018.18,not evaluated,24.13,not evaluated,1.00,not evaluated
2024-06-05 11:00,1018.07,not evaluated,24.44,not evaluated,1.22,not evaluated
2024-06-05 11:30,1017.83,not evaluated,24.65,not evaluated,1.42,not evaluated
2024-06-05 12:01,1017.82,not evaluated,27.37,not evaluated,1.57,not evaluated
2024-06-05 12:30,1017.90,not evaluated,25.80,not evaluated,1.74,not evaluated
2024-06-05 13:00,1017.77,not evaluated,26.07,not evaluated,1.92,not evaluated
2024-06-05 13:30,1017.76,not evaluated,26.58,not evaluated,2.17,not evaluated
2024-06-05 14:00,1018.02,not evaluated,26.95,not evaluated,2.51,not evaluated
2024-06-05 14:30,1018.00,not evaluated,27.40,not evaluated,2.66,not evaluated
2024-06-05 15:00,1018.15,not evaluated,27.68,not evaluated,2.62,not evaluated
2024-06-05 15:30,1018.10,not evaluated,28.11,not evaluated,2.25,not evaluated
2024-06-05 16:00,1018.17,not evaluated,28.18,not evaluated,1.82,not evaluated
2024-06-05 16:30,1018.00,not evaluated,28.73,not evaluated,1.50,not evaluated
2024-06-05 17:00,1017.94,not evaluated,28.90,not evaluated,1.22,not evaluated
2024-06-05 17:30,1017.68,not evaluated,29.11,not evaluated,0.99,not evaluated
2024-06-05 18:00,1017.37,not evaluated,29.28,not evaluated,0.86,not evaluated
2024-06-05 18:30,1017.20,not evaluated,29.19,not evaluated,0.78,not evaluated
2024-06-05 19:00,1016.68,not evaluated,29.12,not evaluated,0.74,not evaluated
2024-06-05 19:30,1016.43,not evaluated,29.13,not evaluated,0.70,not evaluated
2024-06-05 20:00,1016.04,not evaluated,29.59,not evaluated,0.69,not evaluated
2024-06-05 20:30,1015.65,not evaluated,29.46,not evaluated,0.69,not evaluated
2024-06-05 21:00,1015.33,not evaluated,29.82,not evaluated,0.73,not evaluated
2024-06-05 21:30,1015.25,not evaluated,29.77,not evaluated,0.81,not evaluated
2024-06-05 22:00,1015.40,not evaluated,29.04,not evaluated,0.92,not evaluated
2024-06-05 22:30,1015.18,not evaluated,28.90,not evaluated,1.13,not evaluated
2024-06-05 23:00,1015.36,not evaluated,29.51,not evaluated,1.38,not evaluated
2024-06-05 23:30,1015.43,not evaluated,30.30,not evaluated,1.62,not evaluated
2024-06-06 00:00,1015.39,not evaluated,27.69,not evaluated,1.84,not evaluated
2024-06-06 00:30,1015.48,not evaluated,26.98,not evaluated,2.14,not evaluated
2024-06-06 01:00,1015.54,not evaluated,26.61,not evaluated,2.66,not evaluated
2024-06-06 01:30,1015.56,not evaluated,26.45,not evaluated,3.35,not evaluated
2024-06-06 02:00,1015.38,not evaluated,26.36,not evaluated,4.06,not evaluated
2024-06-06 02:30,1015.39,not evaluated,26.12,not evaluated,4.53,not evaluated
2024-06-06 03:00,1015.31,not evaluated,26.11,not evaluated,4.87,not evaluated
2024-06-06 03:30,1015.35,not evaluated,26.04,not evaluated,4.88,not evaluated
2024-06-06 04:00,1015.29,not evaluated,26.03,not evaluated,4.83,not evaluated
2024-06-06 04:30,1015.29,not evaluated,25.94,not evaluated,4.33,not evaluated
2024-06-06 05:00,1014.86,not evaluated,25.95,not evaluated,3.55,not evaluated
2024-06-06 05:30,1014.75,not evaluated,25.96,not evaluated,2.79,not evaluated
2024-06-06 06:00,1014.68,not evaluated,25.95,not evaluated,2.08,not evaluated
2024-06-06 06:30,1014.45,not evaluated,25.87,not evaluated,1.65,not evaluated
2024-06-06 07:00,1014.18,not evaluated,25.74,not evaluated,1.39,not evaluated
2024-06-06 07:30,1014.00,not evaluated,25.69,not evaluated,1.17,not evaluated
2024-06-06 08:00,1013.95,not evaluated,25.66,not evaluated,1.03,not evaluated
2024-06-06 08:30,1013.63,not evaluated,25.50,not evaluated,0.92,not evaluated
2024-06-06 09:00,1013.54,not evaluated,24.80,not evaluated,0.87,not evaluated
2024-06-06 09:30,1013.17,not evaluated,24.32,not evaluated,0.86,not evaluated
2024-06-06 10:00,1013.52,not evaluated,24.27,not evaluated,0.88,not evaluated
2024-06-06 10:30,1013.61,not evaluated,24.14,not evaluated,0.99,not evaluated
2024-06-06 11:00,1013.70,not evaluated,24.19,not evaluated,1.08,not evaluated
2024-06-06 11:30,1013.83,not evaluated,24.21,not evaluated,1.29,not evaluated
2024-06-06 12:00,1013.56,not evaluated,24.42,not evaluated,1.56,not evaluated
2024-06-06 12:30,1013.88,not evaluated,24.11,not evaluated,1.79,not evaluated
2024-06-06 13:00,1013.79,not evaluated,24.12,not evaluated,2.01,not evaluated
2024-06-06 13:30,1013.68,not evaluated,24.55,not evaluated,2.22,not evaluated
2024-06-06 14:00,1013.45,not evaluated,25.16,not evaluated,2.49,not evaluated
2024-06-06 14:30,1013.54,not evaluated,25.95,not evaluated,2.78,not evaluated
2024-06-06 15:00,1013.61,not evaluated,25.82,not evaluated,3.07,not evaluated
2024-06-06 15:30,1013.38,not evaluated,26.18,not evaluated,3.08,not evaluated
2024-06-06 16:00,1012.83,not evaluated,26.53,not evaluated,2.78,not evaluated
2024-06-06 16:30,1012.63,not evaluated,27.00,not evaluated,2.27,not evaluated
2024-06-06 17:00,1012.17,not evaluated,27.50,not evaluated,1.92,not evaluated
2024-06-06 17:30,1011.69,not evaluated,28.03,not evaluated,1.59,not evaluated
2024-06-06 18:00,1011.24,not evaluated,28.68,not evaluated,1.28,not evaluated
2024-06-06 18:30,1010.92,not evaluated,29.15,not evaluated,1.09,not evaluated
2024-06-06 19:00,1010.68,not evaluated,29.50,not evaluated,0.99,not evaluated
2024-06-06 19:30,1010.43,not evaluated,29.46,not evaluated,0.91,not evaluated
2024-06-06 20:00,1010.22,not evaluated,29.88,not evaluated,0.87,not evaluated
2024-06-06 20:30,1009.79,not evaluated,30.26,not evaluated,0.83,not evaluated
2024-06-06 21:00,1009.36,not evaluated,30.66,not evaluated,0.81,not evaluated
2024-06-06 21:30,1009.19,not evaluated,30.74,not evaluated,0.83,not evaluated
2024-06-06 22:00,1009.59,not evaluated,29.17,not evaluated,0.95,not evaluated
2024-06-06 22:30,1009.63,not evaluated,28.48,not evaluated,1.08,not evaluated
2024-06-06 23:00,1009.33,not evaluated,28.59,not evaluated,1.20,not evaluated
2024-06-06 23:30,1009.46,not evaluated,28.18,not evaluated,1.41,not evaluated
2024-06-07 00:00,1009.82,not evaluated,27.82,not evaluated,1.69,not evaluated
2024-06-07 00:30,1009.85,not evaluated,27.55,not evaluated,1.99,not evaluated
2024-06-07 01:00,1009.99,not evaluated,27.23,not evaluated,2.27,not evaluated
2024-06-07 01:30,1010.64,not evaluated,27.04,not evaluated,2.59,not evaluated
2024-06-07 02:00,1010.79,not evaluated,26.89,not evaluated,3.22,not evaluated
2024-06-07 02:30,1010.46,not evaluated,26.80,not evaluated,3.93,not evaluated
2024-06-07 03:00,1010.19,not evaluated,26.83,not evaluated,4.61,not evaluated
2024-06-07 03:30,1010.04,not evaluated,26.80,not evaluated,4.99,not evaluated
2024-06-07 04:00,1010.33,not evaluated,26.75,not evaluated,5.26,not evaluated
2024-06-07 04:30,1010.77,not evaluated,26.65,not evaluated,5.21,not evaluated
2024-06-07 05:00,1010.81,not evaluated,26.66,not evaluated,5.08,not evaluated
2024-06-07 05:30,1010.72,not evaluated,26.69,not evaluated,4.43,not evaluated
2024-06-07 06:00,1010.27,not evaluated,26.62,not evaluated,3.75,not evaluated
2024-06-07 06:30,1010.25,not evaluated,25.97,not evaluated,2.94,not evaluated
2024-06-07 07:00,1009.73,not evaluated,24.71,not evaluated,2.26,not evaluated
2024-06-07 07:30,1009.66,not evaluated,24.38,not evaluated,1.83,not evaluated
2024-06-07 08:00,1009.62,not evaluated,24.33,not evaluated,1.51,not evaluated
2024-06-07 08:30,1010.16,not evaluated,24.29,not evaluated,1.30,not evaluated
2024-06-07 09:00,1010.36,not evaluated,24.72,not evaluated,1.14,not evaluated
