%
% SMC-23ST (34.258000 N -77.919900 E)
%
% SMC-23ST Air pressure (mbar) @ 0 m (height)
% SMC-23ST Air temperature (deg C) @ 0 m (height)
% SMC-23ST Salinity (ppt) @ 0 m (depth)
%
Time (utc),SMC-23ST Air pressure (mbar),SMC-23ST Air pressure (mbar) quality,SMC-23ST Air temperature (deg C),SMC-23ST Air temperature (deg C) quality,SMC-23ST Salinity (ppt),SMC-23ST Salinity (ppt) quality
2024-06-07 09:30,1010.16,not evaluated,24.69,not evaluated,1.04,not evaluated
2024-06-07 10:00,1010.37,not evaluated,24.44,not evaluated,0.99,not evaluated
2024-06-07 10:30,1010.43,not evaluated,24.53,not evaluated,0.97,not evaluated
2024-06-07 11:00,1010.50,not evaluated,24.32,not evaluated,0.98,not evaluated
2024-06-07 11:30,1010.72,not evaluated,23.56,not evaluated,1.09,not evaluated
2024-06-07 12:00,1010.76,not evaluated,23.57,not evaluated,1.22,not evaluated
2024-06-07 12:30,1010.63,not evaluated,23.91,not evaluated,1.37,not evaluated
2024-06-07 13:00,1010.92,not evaluated,24.51,not evaluated,1.61,not evaluated
2024-06-07 13:30,1010.90,not evaluated,25.30,not evaluated,1.80,not evaluated
2024-06-07 14:00,1010.91,not evaluated,25.95,not evaluated,2.05,not evaluated
2024-06-07 14:30,1010.98,not evaluated,26.47,not evaluated,2.30,not evaluated
2024-06-07 15:00,1010.92,not evaluated,27.06,not evaluated,2.49,not evaluated
2024-06-07 15:30,1010.98,not evaluated,27.56,not evaluated,2.69,not evaluated
2024-06-07 16:00,1011.13,not evaluated,28.02,not evaluated,2.84,not evaluated
2024-06-07 16:30,1011.06,not evaluated,28.50,not evaluated,2.86,not evaluated
2024-06-07 17:00,1010.74,not evaluated,28.92,not evaluated,2.65,not evaluated
2024-06-07 17:30,1010.80,not evaluated,29.49,not evaluated,2.20,not evaluated
2024-06-07 18:00,1010.66,not evaluated,29.61,not evaluated,1.83,not evaluated
2024-06-07 18:30,1010.30,not evaluated,30.02,not evaluated,1.49,not evaluated
2024-06-07 19:00,1010.17,not evaluated,29.96,not evaluated,1.28,not evaluated
2024-06-07 19:30,1010.02,not evaluated,30.05,not evaluated,1.14,not evaluated
2024-06-07 20:00,1010.01,not evaluated,29.92,not evaluated,1.07,not evaluated
2024-06-07 20:30,1009.76,not evaluated,29.77,not evaluated,1.00,not evaluated
2024-06-07 21:00,1009.71,not evaluated,29.02,not evaluated,0.97,not evaluated
2024-06-07 21:30,1009.87,not evaluated,29.77,not evaluated,0.94,not evaluated
2024-06-07 22:00,1009.91,not evaluated,30.01,not evaluated,0.92,not evaluated
2024-06-07 22:30,1010.14,not evaluated,30.09,not evaluated,0.98,not evaluated
2024-06-07 23:00,1010.52,not evaluated,29.86,not evaluated,1.08,not evaluated
2024-06-07 23:30,1010.64,not evaluated,29.97,not evaluated,1.25,not evaluated
2024-06-08 00:00,1011.05,not evaluated,28.75,not evaluated,1.42,not evaluated
2024-06-08 00:30,1011.31,not evaluated,28.27,not evaluated,1.70,not evaluated
2024-06-08 01:00,1011.47,not evaluated,27.75,not evaluated,2.00,not evaluated
2024-06-08 01:30,1011.84,not evaluated,27.40,not evaluated,2.26,not evaluated
2024-06-08 02:00,1012.34,not evaluated,27.02,not evaluated,2.54,not evaluated
2024-06-08 02:30,1012.57,not evaluated,26.83,not evaluated,2.93,not evaluated
2024-06-08 03:00,1012.65,not evaluated,26.63,not evaluated,3.57,not evaluated
2024-06-08 03:30,1012.84,not evaluated,26.49,not evaluated,4.25,not evaluated
2024-06-08 04:00,1013.08,not evaluated,26.35,not evaluated,4.71,not evaluated
2024-06-08 04:30,1013.39,not evaluated,26.28,not evaluated,4.85,not evaluated
2024-06-08 05:00,1013.44,not evaluated,26.02,not evaluated,4.99,not evaluated
2024-06-08 05:30,1013.42,not evaluated,25.97,not evaluated,4.88,not evaluated
2024-06-08 06:00,1013.41,not evaluated,25.82,not evaluated,4.47,not evaluated
2024-06-08 06:30,1013.24,not evaluated,25.87,not evaluated,3.72,not evaluated
2024-06-08 07:00,1012.96,not evaluated,26.04,not evaluated,2.94,not evaluated
2024-06-08 07:30,1013.06,not evaluated,25.22,not evaluated,2.31,not evaluated
2024-06-08 08:00,1013.61,not evaluated,24.75,not evaluated,1.89,not evaluated
2024-06-08 08:30,1013.99,not evaluated,25.18,not evaluated,1.57,not evaluated
2024-06-08 09:00,1014.20,not evaluated,24.77,not evaluated,1.36,not evaluated
2024-06-08 09:30,1014.07,not evaluated,24.51,not evaluated,1.21,not evaluated
2024-06-08 10:00,1014.47,not evaluated,24.27,not evaluated,1.11,not evaluated
2024-06-08 10:30,1014.82,not evaluated,24.45,not evaluated,1.07,not evaluated
2024-06-08 11:00,1015.12,not evaluated,24.35,not evaluated,1.06,not evaluated
2024-06-08 11:30,1015.56,not evaluated,24.59,not evaluated,1.06,not evaluated
2024-06-08 12:00,1015.98,not evaluated,24.97,not evaluated,1.14,not evaluated
2024-06-08 12:30,1016.17,not evaluated,25.46,not evaluated,1.28,not evaluated
2024-06-08 13:00,1016.36,not evaluated,25.75,not evaluated,1.46,not evaluated
2024-06-08 13:30,1016.93,not evaluated,26.19,not evaluated,1.68,not evaluated
2024-06-08 14:00,1016.78,not evaluated,26.58,not evaluated,1.95,not evaluated
2024-06-08 14:30,1017.26,not evaluated,26.87,not evaluated,2.19,not evaluated
2024-06-08 15:00,1017.31,not evaluated,27.16,not evaluated,2.39,not evaluated
2024-06-08 15:30,1017.44,not evaluated,27.64,not evaluated,2.61,not evaluated
2024-06-08 16:00,1017.42,not evaluated,27.85,not evaluated,2.80,not evaluated
2024-06-08 16:30,1017.20,not evaluated,28.18,not evaluated,2.97,not evaluated
2024-06-08 17:00,1016.90,not evaluated,28.40,not evaluated,2.94,not evaluated
2024-06-08 17:30,1016.47,not evaluated,28.59,not evaluated,2.87,not evaluated
2024-06-08 18:00,1016.22,not evaluated,28.83,not evaluated,2.55,not evaluated
2024-06-08 18:30,1016.07,not evaluated,29.16,not evaluated,2.14,not evaluated
2024-06-08 19:00,1015.91,not evaluated,29.76,not evaluated,1.81,not evaluated
2024-06-08 19:30,1015.81,not evaluated,29.93,not evaluated,1.55,not evaluated
2024-06-08 20:00,1015.60,not evaluated,30.06,not evaluated,1.36,not evaluated
2024-06-08 20:30,1015.58,not evaluated,29.67,not evaluated,1.27,not evaluated
2024-06-08 21:00,1015.57,not evaluated,29.90,not evaluated,1.18,not evaluated
2024-06-08 21:30,1015.38,not evaluated,30.12,not evaluated,1.13,not evaluated
2024-06-08 22:00,1015.26,not evaluated,30.34,not evaluated,1.09,not evaluated
2024-06-08 22:30,1015.45,not evaluated,30.63,not evaluated,1.08,not evaluated
2024-06-08 23:00,1015.50,not evaluated,30.19,not evaluated,1.10,not evaluated
2024-06-08 23:30,1015.91,not evaluated,30.21,not evaluated,1.24,not evaluated
2024-06-09 00:00,1015.70,not evaluated,28.54,not evaluated,1.33,not evaluated
2024-06-09 00:30,1015.74,not evaluated,27.83,not evaluated,1.58,not evaluated
2024-06-09 01:00,1015.67,not evaluated,27.23,not evaluated,1.84,not evaluated
2024-06-09 01:30,1015.86,not evaluated,26.42,not evaluated,2.12,not evaluated
2024-06-09 02:00,1016.04,not evaluated,26.22,not evaluated,2.42,not evaluated
2024-06-09 02:30,1015.93,not evaluated,26.24,not evaluated,2.75,not evaluated
2024-06-09 03:00,1016.01,not evaluated,25.90,not evaluated,3.15,not evaluated
2024-06-09 03:30,1015.97,not evaluated,25.78,not evaluated,3.72,not evaluated
2024-06-09 04:00,1015.75,not evaluated,25.45,not evaluated,4.51,not evaluated
2024-06-09 04:30,1015.70,not evaluated,25.37,not evaluated,5.11,not evaluated
2024-06-09 05:00,1015.44,not evaluated,25.32,not evaluated,5.42,not evaluated
2024-06-09 05:30,1015.09,not evaluated,24.97,not evaluated,5.58,not evaluated
2024-06-09 06:00,1014.65,not evaluated,25.08,not evaluated,5.57,not evaluated
2024-06-09 06:30,1014.60,not evaluated,24.86,not evaluated,5.28,not evaluated
2024-06-09 07:00,1014.51,not evaluated,24.77,not evaluated,4.44,not evaluated
2024-06-09 07:30,1014.31,not evaluated,24.57,not evaluated,3.59,not evaluated
2024-06-09 08:00,1014.30,not evaluated,24.57,not evaluated,2.87,not evaluated
2024-06-09 08:30,1014.36,not evaluated,24.51,not evaluated,2.33,not evaluated
2024-06-09 09:00,1014.42,not evaluated,24.29,not evaluated,1.95,not evaluated
2024-06-09 09:30,1014.07,not evaluated,24.27,not evaluated,1.67,not evaluated
2024-06-09 10:00,1014.30,not evaluated,24.39,not evaluated,1.49,not evaluated
2024-06-09 10:30,1014.26,not evaluated,24.31,not evaluated,1.35,not evaluated
2024-06-09 11:00,1014.38,not evaluated,24.32,not evaluated,1.28,not evaluated
2024-06-09 11:30,1014.05,not evaluated,24.32,not evaluated,1.24,not evaluated
2024-06-09 12:00,1013.96,not evaluated,24.69,not evaluated,1.25,not evaluated
2024-06-09 12:30,1014.16,not evaluated,25.14,not evaluated,1.32,not evaluated
2024-06-09 13:00,1013.88,not evaluated,25.79,not evaluated,1.49,not evaluated
2024-06-09 13:30,1013.96,not evaluated,26.64,not evaluated,1.67,not evaluated
2024-06-09 14:00,1013.57,not evaluated,27.47,not evaluated,1.96,not evaluated
2024-06-09 14:30,1013.32,not evaluated,28.37,not evaluated,2.25,not evaluated
2024-06-09 15:00,1013.50,not evaluated,29.09,not evaluated,2.45,not evaluated
2024-06-09 15:30,1013.34,not evaluated,29.45,not evaluated,2.67,not evaluated
2024-06-09 16:00,1012.67,not evaluated,29.81,not evaluated,2.86,not evaluated
2024-06-09 16:30,1012.55,not evaluated,30.17,not evaluated,3.14,not evaluated
2024-06-09 17:00,1012.10,not evaluated,30.55,not evaluated,3.40,not evaluated
2024-06-09 17:30,1011.87,not evaluated,30.92,not evaluated,3.55,not evaluated
2024-06-09 18:00,1011.13,not evaluated,31.05,not evaluated,3.54,not evaluated
2024-06-09 18:30,1010.88,not evaluated,31.37,not evaluated,3.46,not evaluated
2024-06-09 19:00,1010.46,not evaluated,31.79,not evaluated,3.01,not evaluated
2024-06-09 19:30,1010.46,not evaluated,32.02,not evaluated,2.56,not evaluated
2024-06-09 20:00,1010.28,not evaluated,31.66,not evaluated,2.17,not evaluated
2024-06-09 20:30,1009.80,not evaluated,31.04,not evaluated,1.84,not evaluated
2024-06-09 21:00,1010.12,not evaluated,30.36,not evaluated,1.61,not evaluated
2024-06-09 21:30,1010.13,not evaluated,30.62,not evaluated,1.47,not evaluated
2024-06-09 22:00,1009.96,not evaluated,30.51,not evaluated,1.37,not evaluated
2024-06-09 22:30,1009.86,not evaluated,31.05,not evaluated,1.33,not evaluated
2024-06-09 23:00,1009.56,not evaluated,30.60,not evaluated,1.28,not evaluated
2024-06-09 23:30,1009.75,not evaluated,31.02,not evaluated,1.26,not evaluated
2024-06-10 00:00,1009.58,not evaluated,29.42,not evaluated,1.31,not evaluated
2024-06-10 00:30,1009.48,not evaluated,28.67,not evaluated,1.48,not evaluated
2024-06-10 01:00,1009.43,not evaluated,28.15,not evaluated,1.63,not evaluated
2024-06-10 01:30,1009.48,not evaluated,27.86,not evaluated,1.91,not evaluated
2024-06-10 02:00,1009.68,not evaluated,27.63,not evaluated,2.21,not evaluated
2024-06-10 02:30,1010.12,not evaluated,27.55,not evaluated,2.51,not evaluated
2024-06-10 03:00,1010.40,not evaluated,27.40,not evaluated,2.74,not evaluated
2024-06-10 03:30,1010.54,not evaluated,27.36,not evaluated,3.01,not evaluated
2024-06-10 04:00,1011.05,not evaluated,27.34,not evaluated,3.36,not evaluated
2024-06-10 04:30,1010.37,not evaluated,26.98,not evaluated,3.84,not evaluated
2024-06-10 05:00,1010.86,not evaluated,26.80,not evaluated,4.46,not evaluated
2024-06-10 05:30,1010.76,not evaluated,25.22,not evaluated,5.22,not evaluated
2024-06-10 06:00,1010.82,not evaluated,24.65,not evaluated,5.60,not evaluated
2024-06-10 06:30,1010.40,not evaluated,24.54,not evaluated,5.81,not evaluated
2024-06-10 07:00,1010.22,not evaluated,24.09,not evaluated,5.50,not evaluated
2024-06-10 07:30,1009.78,not evaluated,23.98,not evaluated,4.67,not evaluated
2024-06-10 08:00,1009.69,not evaluated,23.60,not evaluated,3.61,not evaluated
2024-06-10 08:30,1009.81,not evaluated,23.75,not evaluated,2.96,not evaluated
2024-06-10 09:00,1010.07,not evaluated,23.44,not evaluated,2.47,not evaluated
2024-06-10 09:30,1010.34,not evaluated,22.97,not evaluated,2.05,not evaluated
2024-06-10 10:00,1010.30,not evaluated,22.91,not evaluated,1.76,not evaluated
2024-06-10 10:30,1010.64,not evaluated,22.98,not evaluated,1.57,not evaluated
2024-06-10 11:00,1010.72,not evaluated,23.05,not evaluated,1.44,not evaluated
2024-06-10 11:30,1011.37,not evaluated,23.07,not evaluated,1.38,not evaluated
2024-06-10 12:00,1012.10,not evaluated,23.05,not evaluated,1.34,not evaluated
2024-06-10 12:30,1012.97,not evaluated,22.48,not evaluated,1.34,not evaluated
2024-06-10 13:00,1012.81,not evaluated,22.21,not evaluated,1.37,not evaluated
2024-06-10 13:30,1011.99,not evaluated,22.71,not evaluated,1.55,not evaluated
2024-06-10 14:00,1012.65,not evaluated,22.34,not evaluated,1.69,not evaluated
2024-06-10 14:30,1012.86,not evaluated,22.36,not evaluated,1.91,not evaluated
2024-06-10 15:00,1012.61,not evaluated,22.21,not evaluated,2.16,not evaluated
2024-06-10 15:30,1012.35,not evaluated,22.32,not evaluated,2.38,not evaluated
2024-06-10 16:00,1011.98,not evaluated,22.50,not evaluated,2.58,not evaluated
2024-06-10 16:30,1011.72,not evaluated,22.98,not evaluated,2.70,not evaluated
2024-06-10 17:00,1011.98,not evaluated,23.30,not evaluated,2.81,not evaluated
2024-06-10 17:30,1012.16,not evaluated,23.28,not evaluated,2.84,not evaluated
2024-06-10 18:00,1012.82,not evaluated,23.27,not evaluated,2.77,not evaluated
2024-06-10 18:30,1011.79,not evaluated,23.64,not evaluated,2.85,not evaluated
2024-06-10 19:00,1011.69,not evaluated,23.73,not evaluated,3.14,not evaluated
2024-06-10 19:30,1011.98,not evaluated,23.91,not evaluated,3.14,not evaluated
2024-06-10 20:00,1011.85,not evaluated,24.02,not evaluated,3.18,not evaluated
2024-06-10 20:30,1011.97,not evaluated,24.35,not evaluated,2.68,not evaluated
2024-06-10 21:00,1012.30,not evaluated,24.32,not evaluated,2.27,not evaluated
2024-06-10 21:30,1011.73,not evaluated,24.51,not evaluated,1.88,not evaluated
2024-06-10 22:00,1010.78,not evaluated,24.51,not evaluated,1.65,not evaluated
2024-06-10 22:30,1011.43,not evaluated,24.74,not evaluated,1.52,not evaluated
2024-06-10 23:00,1011.79,not evaluated,24.57,not evaluated,1.43,not evaluated
2024-06-10 23:30,1011.83,not evaluated,24.21,not evaluated,1.37,not evaluated
2024-06-11 00:00,1012.50,not evaluated,23.54,not evaluated,1.32,not evaluated
2024-06-11 00:30,1013.10,not evaluated,23.06,not evaluated,1.31,not evaluated
2024-06-11 01:00,1013.30,not evaluated,22.68,not evaluated,1.40,not evaluated
2024-06-11 01:30,1013.00,not evaluated,22.78,not evaluated,1.58,not evaluated
2024-06-11 02:00,1013.78,not evaluated,22.70,not evaluated,1.76,not evaluated
2024-06-11 02:30,1014.29,not evaluated,22.53,not evaluated,2.08,not evaluated
2024-06-11 03:00,1014.06,not evaluated,22.44,not evaluated,2.49,not evaluated
2024-06-11 03:30,1013.30,not evaluated,22.56,not evaluated,2.80,not evaluated
2024-06-11 04:00,1013.16,not evaluated,22.63,not evaluated,3.07,not evaluated
2024-06-11 04:30,1013.42,not evaluated,22.73,not evaluated,3.53,not evaluated
2024-06-11 05:00,1012.95,not evaluated,22.83,not evaluated,3.96,not evaluated
2024-06-11 05:30,1012.62,not evaluated,22.68,not evaluated,4.41,not evaluated
2024-06-11 06:00,1012.88,not evaluated,22.33,not evaluated,4.99,not evaluated
2024-06-11 06:30,1013.05,not evaluated,22.52,not evaluated,5.25,not evaluated
2024-06-11 07:00,1012.99,not evaluated,22.81,not evaluated,5.42,not evaluated
2024-06-11 07:30,1012.92,not evaluated,22.95,not evaluated,5.02,not evaluated
2024-06-11 08:00,1013.43,not evaluated,22.87,not evaluated,4.06,not evaluated
2024-06-11 08:30,1013.66,not evaluated,22.48,not evaluated,3.33,not evaluated
2024-06-11 09:00,1014.13,not evaluated,22.64,not evaluated,2.82,not evaluated
2024-06-11 09:30,1014.51,not evaluated,22.22,not evaluated,2.37,not evaluated
2024-06-11 10:00,1015.17,not evaluated,22.44,not evaluated,2.04,not evaluated
2024-06-11 10:30,1015.15,not evaluated,22.69,not evaluated,1.82,not evaluated
2024-06-11 11:00,1014.82,not evaluated,22.93,not evaluated,1.68,not evaluated
2024-06-11 11:30,1014.79,not evaluated,23.15,not evaluated,1.58,not evaluated
2024-06-11 12:00,1014.66,not evaluated,23.68,not evaluated,1.50,not evaluated
2024-06-11 12:30,1014.64,not evaluated,24.06,not evaluated,1.42,not evaluated
2024-06-11 13:00,1014.69,not evaluated,24.55,not evaluated,1.36,not evaluated
2024-06-11 13:30,1014.62,not evaluated,25.06,not evaluated,1.35,not evaluated
2024-06-11 14:00,1014.84,not evaluated,25.72,not evaluated,1.41,not evaluated
2024-06-11 14:30,1014.92,not evaluated,26.26,not evaluated,1.59,not evaluated
2024-06-11 15:00,1014.81,not evaluated,26.30,not evaluated,1.79,not evaluated
2024-06-11 15:30,1014.96,not evaluated,26.64,not evaluated,2.03,not evaluated
2024-06-11 16:00,1014.94,not evaluated,26.90,not evaluated,2.45,not evaluated
2024-06-11 16:30,1015.16,not evaluated,27.21,not evaluated,2.77,not evaluated
2024-06-11 17:00,1015.27,not evaluated,27.43,not evaluated,2.98,not evaluated
2024-06-11 17:30,1015.14,not evaluated,27.41,not evaluated,3.20,not evaluated
2024-06-11 18:00,1015.16,not evaluated,27.76,not evaluated,3.54,not evaluated
2024-06-11 18:30,1015.18,not evaluated,27.91,not evaluated,3.84,not evaluated
2024-06-11 19:00,1015.20,not evaluated,27.97,not evaluated,4.05,not evaluated
2024-06-11 19:30,1015.24,not evaluated,28.47,not evaluated,4.09,not evaluated
2024-06-11 20:00,1015.33,not evaluated,28.23,not evaluated,3.92,not evaluated
2024-06-11 20:30,1015.36,not evaluated,28.15,not evaluated,3.18,not evaluated
2024-06-11 21:00,1015.37,not evaluated,28.17,not evaluated,2.69,not evaluated
2024-06-11 21:30,1015.34,not evaluated,28.47,not evaluated,2.30,not evaluated
2024-06-11 22:00,1015.35,not evaluated,28.70,not evaluated,1.93,not evaluated
2024-06-11 22:30,1015.47,not evaluated,29.15,not evaluated,1.78,not evaluated
2024-06-11 23:00,1015.87,not evaluated,29.13,not evaluated,1.68,not evaluated
2024-06-11 23:30,1016.01,not evaluated,29.68,not evaluated,1.59,not evaluated
2024-06-12 00:00,1016.24,not evaluated,27.40,not evaluated,1.54,not evaluated
2024-06-12 00:30,1016.34,not evaluated,26.72,not evaluated,1.49,not evaluated
2024-06-12 01:00,1016.27,not evaluated,26.22,not evaluated,1.46,not evaluated
2024-06-12 01:30,1016.72,not evaluated,25.64,not evaluated,1.54,not evaluated
2024-06-12 02:00,1016.96,not evaluated,25.47,not evaluated,1.75,not evaluated
2024-06-12 02:30,1017.21,not evaluated,25.45,not evaluated,1.91,not evaluated
2024-06-12 03:00,1017.32,not evaluated,25.31,not evaluated,2.11,not evaluated
2024-06-12 03:30,1017.27,not evaluated,24.76,not evaluated,2.45,not evaluated
2024-06-12 04:00,1017.37,not evaluated,24.98,not evaluated,2.73,not evaluated
2024-06-12 04:30,1017.42,not evaluated,24.75,not evaluated,2.98,not evaluated
2024-06-12 05:00,1017.69,not evaluated,24.63,not evaluated,3.26,not evaluated
2024-06-12 05:30,1017.61,not evaluated,24.29,not evaluated,3.62,not evaluated
2024-06-12 06:00,1017.72,not evaluated,23.82,not evaluated,4.05,not evaluated
2024-06-12 06:30,1017.71,not evaluated,24.10,not evaluated,4.40,not evaluated
2024-06-12 07:00,1017.48,not evaluated,24.13,not evaluated,4.77,not evaluated
2024-06-12 07:30,1017.65,not evaluated,24.00,not evaluated,4.94,not evaluated
2024-06-12 08:00,1017.79,not evaluated,24.10,not evaluated,5.01,not evaluated
2024-06-12 08:30,1017.89,not evaluated,24.14,not evaluated,4.64,not evaluated
2024-06-12 09:00,1017.94,not evaluated,23.88,not evaluated,3.83,not evaluated
2024-06-12 09:30,1018.15,not evaluated,23.69,not evaluated,3.20,not evaluated
2024-06-12 10:00,1018.26,not evaluated,23.44,not evaluated,2.73,not evaluated
2024-06-12 10:30,1018.79,not evaluated,23.43,not evaluated,2.26,not evaluated
2024-06-12 11:00,1019.03,not evaluated,23.59,not evaluated,1.95,not evaluated
2024-06-12 11:30,1019.27,not evaluated,23.98,not evaluated,1.76,not evaluated
2024-06-12 12:00,1019.35,not evaluated,24.42,not evaluated,1.64,not evaluated
2024-06-12 12:30,1019.64,not evaluated,24.84,not evaluated,1.56,not evaluated
2024-06-12 13:00,1019.98,not evaluated,25.33,not evaluated,1.51,not evaluated
2024-06-12 13:30,1020.16,not evaluated,25.75,not evaluated,1.49,not evaluated
2024-06-12 14:00,1020.25,not evaluated,26.17,not evaluated,1.49,not evaluated
