%
% SMC-KERR (34.262500 N -77.887700 E)
%
% SMC-KERR Air pressure (mbar) @ 0 m (height)
% SMC-KERR Air temperature (deg C) @ 0 m (height)
% SMC-KERR Salinity (ppt) @ 0 m (depth)
%
Time (utc),SMC-KERR Air pressure (mbar),SMC-KERR Air pressure (mbar) quality,SMC-KERR Air temperature (deg C),SMC-KERR Air temperature (deg C) quality,SMC-KERR Salinity (ppt),SMC-KERR Salinity (ppt) quality
2025-03-26 04:00,1016.64,not evaluated,16.10,not evaluated,0.10,not evaluated
2025-03-26 05:00,1016.68,not evaluated,15.78,not evaluated,0.10,not evaluated
2025-03-26 06:00,1018.50,not evaluated,15.06,not evaluated,0.10,not evaluated
2025-03-26 07:00,1018.39,not evaluated,13.23,not evaluated,0.10,not evaluated
2025-03-26 08:00,1018.66,not evaluated,13.30,not evaluated,0.10,not evaluated
2025-03-26 09:00,1018.85,not evaluated,11.56,not evaluated,0.12,not evaluated
2025-03-26 10:00,1019.37,not evaluated,10.51,not evaluated,0.14,not evaluated
2025-03-26 11:00,1020.53,not evaluated,9.86,not evaluated,0.16,not evaluated
2025-03-26 12:00,1021.40,not evaluated,10.74,not evaluated,0.18,not evaluated
2025-03-26 13:00,1021.74,not evaluated,13.27,not evaluated,0.18,not evaluated
2025-03-26 14:00,1022.13,not evaluated,14.89,not evaluated,0.16,not evaluated
2025-03-26 15:00,1022.36,not evaluated,16.13,not evaluated,0.12,not evaluated
2025-03-26 16:00,1022.22,not evaluated,17.51,not evaluated,0.10,not evaluated
2025-03-26 17:00,1022.14,not evaluated,25.09,not evaluated,0.10,not evaluated
2025-03-26 18:00,1021.53,not evaluated,27.26,not evaluated,0.10,not evaluated
2025-03-26 19:00,1020.97,not evaluated,29.33,not evaluated,0.10,not evaluated
2025-03-26 20:00,1020.79,not evaluated,29.29,not evaluated,0.10,not evaluated
2025-03-26 21:00,1020.92,not evaluated,29.41,not evaluated,0.11,not evaluated
2025-03-26 22:00,1021.14,not evaluated,24.68,not evaluated,0.13,not evaluated
2025-03-26 23:00,1021.34,not evaluated,20.03,not evaluated,0.16,not evaluated
2025-03-27 00:00,1022.28,not evaluated,16.35,not evaluated,0.18,not evaluated
2025-03-27 01:00,1023.45,not evaluated,15.27,not evaluated,0.20,not evaluated
2025-03-27 02:00,1024.23,not evaluated,14.05,not evaluated,0.20,not evaluated
2025-03-27 03:00,1024.83,not evaluated,13.12,not evaluated,0.17,not evaluated
2025-03-27 04:00,1025.18,not evaluated,12.58,not evaluated,0.13,not evaluated
2025-03-27 05:00,1025.30,not evaluated,11.29,not evaluated,0.11,not evaluated
2025-03-27 06:00,1025.53,not evaluated,10.36,not evaluated,0.10,not evaluated
2025-03-27 07:00,1025.50,not evaluated,9.35,not evaluated,0.10,not evaluated
2025-03-27 08:00,1025.59,not evaluated,8.93,not evaluated,0.10,not evaluated
2025-03-27 09:00,1026.15,not evaluated,8.85,not evaluated,0.11,not evaluated
2025-03-27 10:00,1026.88,not evaluated,8.74,not evaluated,0.13,not evaluated
2025-03-27 11:00,1027.35,not evaluated,8.70,not evaluated,0.15,not evaluated
2025-03-27 12:00,1028.01,not evaluated,8.96,not evaluated,0.17,not evaluated
2025-03-27 13:00,1028.94,not evaluated,11.02,not evaluated,0.19,not evaluated
2025-03-27 14:00,1029.46,not evaluated,13.19,not evaluated,0.21,not evaluated
2025-03-27 15:00,1029.85,not evaluated,15.00,not evaluated,0.20,not evaluated
2025-03-27 16:00,1030.25,not evaluated,16.42,not evaluated,0.17,not evaluated
2025-03-27 17:00,1030.46,not evaluated,25.66,not evaluated,0.12,not evaluated
2025-03-27 18:00,1029.88,not evaluated,26.95,not evaluated,0.11,not evaluated
2025-03-27 19:00,1029.05,not evaluated,29.37,not evaluated,0.10,not evaluated
2025-03-27 20:00,1028.79,not evaluated,32.98,not evaluated,0.10,not evaluated
2025-03-27 21:00,1028.32,not evaluated,29.88,not evaluated,0.10,not evaluated
2025-03-27 22:00,1027.54,not evaluated,23.60,not evaluated,0.12,not evaluated
2025-03-27 23:00,1028.21,not evaluated,18.15,not evaluated,0.15,not evaluated
2025-03-28 00:00,1028.11,not evaluated,15.09,not evaluated,0.17,not evaluated
2025-03-28 01:00,1028.44,not evaluated,13.71,not evaluated,0.20,not evaluated
2025-03-28 02:00,1028.60,not evaluated,12.70,not evaluated,0.22,not evaluated
2025-03-28 03:00,1028.86,not evaluated,11.82,not evaluated,0.22,not evaluated
2025-03-28 04:00,1028.86,not evaluated,11.25,not evaluated,0.20,not evaluated
2025-03-28 05:00,1028.70,not evaluated,11.07,not evaluated,0.16,not evaluated
2025-03-28 06:00,1028.61,not evaluated,10.52,not evaluated,0.12,not evaluated
2025-03-28 07:00,1028.42,not evaluated,9.71,not evaluated,0.11,not evaluated
2025-03-28 08:00,1027.77,not evaluated,9.19,not evaluated,0.11,not evaluated
2025-03-28 09:00,1027.71,not evaluated,9.26,not evaluated,0.10,not evaluated
2025-03-28 10:00,1028.17,not evaluated,9.50,not evaluated,0.11,not evaluated
2025-03-28 11:00,1028.65,not evaluated,11.15,not evaluated,0.14,not evaluated
2025-03-28 12:00,1029.59,not evaluated,13.63,not evaluated,0.17,not evaluated
2025-03-28 13:00,1030.23,not evaluated,16.63,not evaluated,0.19,not evaluated
2025-03-28 14:00,1030.33,not evaluated,18.91,not evaluated,0.22,not evaluated
2025-03-28 15:00,1030.36,not evaluated,22.02,not evaluated,0.23,not evaluated
2025-03-28 16:00,1030.18,not evaluated,24.16,not evaluated,0.22,not evaluated
2025-03-28 17:00,1030.10,not evaluated,29.02,not evaluated,0.19,not evaluated
2025-03-28 18:00,1029.34,not evaluated,30.76,not evaluated,0.14,not evaluated
2025-03-28 19:00,1028.48,not evaluated,31.98,not evaluated,0.12,not evaluated
2025-03-28 20:00,1028.07,not evaluated,33.31,not evaluated,0.11,not evaluated
2025-03-28 21:00,1027.42,not evaluated,30.44,not evaluated,0.11,not evaluated
2025-03-28 22:00,1026.95,not evaluated,26.40,not evaluated,0.11,not evaluated
2025-03-28 23:00,1026.89,not evaluated,22.44,not evaluated,0.14,not evaluated
2025-03-29 00:00,1026.55,not evaluated,20.11,not evaluated,0.17,not evaluated
2025-03-29 01:00,1026.93,not evaluated,19.37,not evaluated,0.20,not evaluated
2025-03-29 02:00,1027.17,not evaluated,18.87,not evaluated,0.22,not evaluated
2025-03-29 03:00,1027.12,not evaluated,18.35,not evaluated,0.24,not evaluated
2025-03-29 04:00,1027.12,not evaluated,17.91,not evaluated,0.25,not evaluated
2025-03-29 05:00,1026.93,not evaluated,17.66,not evaluated,0.23,not evaluated
2025-03-29 06:00,1026.78,not evaluated,18.14,not evaluated,0.18,not evaluated
2025-03-29 07:00,1026.68,not evaluated,18.76,not evaluated,0.13,not evaluated
2025-03-29 08:00,1026.02,not evaluated,18.41,not evaluated,0.12,not evaluated
2025-03-29 09:00,1025.95,not evaluated,18.19,not evaluated,0.11,not evaluated
2025-03-29 10:00,1026.27,not evaluated,16.65,not evaluated,0.11,not evaluated
2025-03-29 11:00,1026.90,not evaluated,16.33,not evaluated,0.12,not evaluated
2025-03-29 12:00,1027.89,not evaluated,17.52,not evaluated,0.15,not evaluated
2025-03-29 13:00,1028.39,not evaluated,20.49,not evaluated,0.18,not evaluated
2025-03-29 14:00,1028.68,not evaluated,21.75,not evaluated,0.21,not evaluated
2025-03-29 15:00,1028.67,not evaluated,25.13,not evaluated,0.23,not evaluated
2025-03-29 16:00,1028.35,not evaluated,25.69,not evaluated,0.25,not evaluated
2025-03-29 17:00,1028.03,not evaluated,30.45,not evaluated,0.22,not evaluated
2025-03-29 18:00,1027.16,not evaluated,30.45,not evaluated,0.18,not evaluated
2025-03-29 19:00,1026.27,not evaluated,31.48,not evaluated,0.13,not evaluated
2025-03-29 20:00,1025.47,not evaluated,29.35,not evaluated,0.12,not evaluated
2025-03-29 21:00,1025.01,not evaluated,25.53,not evaluated,0.11,not evaluated
2025-03-29 22:00,1024.90,not evaluated,23.50,not evaluated,0.11,not evaluated
2025-03-29 23:00,1024.72,not evaluated,22.43,not evaluated,0.12,not evaluated
2025-03-30 00:00,1024.49,not evaluated,20.33,not evaluated,0.15,not evaluated
2025-03-30 01:00,1024.73,not evaluated,20.05,not evaluated,0.17,not evaluated
2025-03-30 02:00,1024.84,not evaluated,19.51,not evaluated,0.21,not evaluated
2025-03-30 03:00,1024.71,not evaluated,19.11,not evaluated,0.24,not evaluated
2025-03-30 04:00,1024.83,not evaluated,18.68,not evaluated,0.26,not evaluated
2025-03-30 05:00,1024.86,not evaluated,18.20,not evaluated,0.26,not evaluated
2025-03-30 06:00,1024.26,not evaluated,18.23,not evaluated,0.23,not evaluated
2025-03-30 07:00,1023.55,not evaluated,18.36,not evaluated,0.18,not evaluated
2025-03-30 08:00,1023.24,not evaluated,18.00,not evaluated,0.13,not evaluated
2025-03-30 09:00,1023.12,not evaluated,18.22,not evaluated,0.12,not evaluated
2025-03-30 10:00,1022.98,not evaluated,18.15,not evaluated,0.11,not evaluated
2025-03-30 11:00,1023.36,not evaluated,18.04,not evaluated,0.11,not evaluated
2025-03-30 12:00,1023.58,not evaluated,18.88,not evaluated,0.13,not evaluated
2025-03-30 13:00,1024.02,not evaluated,20.32,not evaluated,0.16,not evaluated
2025-03-30 14:00,1024.13,not evaluated,22.71,not evaluated,0.19,not evaluated
2025-03-30 15:00,1024.23,not evaluated,25.33,not evaluated,0.22,not evaluated
2025-03-30 16:00,1023.66,not evaluated,24.75,not evaluated,0.25,not evaluated
2025-03-30 17:00,1022.90,not evaluated,24.90,not evaluated,0.26,not evaluated
2025-03-30 18:00,1022.50,not evaluated,20.87,not evaluated,0.23,not evaluated
2025-03-30 19:00,1021.91,not evaluated,22.53,not evaluated,0.17,not evaluated
2025-03-30 20:00,1021.61,not evaluated,22.06,not evaluated,0.13,not evaluated
2025-03-30 21:00,1021.24,not evaluated,20.90,not evaluated,0.12,not evaluated
2025-03-30 22:00,1020.63,not evaluated,20.17,not evaluated,0.12,not evaluated
2025-03-30 23:00,1020.14,not evaluated,19.85,not evaluated,0.11,not evaluated
2025-03-31 00:00,1019.64,not evaluated,19.20,not evaluated,0.13,not evaluated
2025-03-31 01:00,1019.63,not evaluated,18.49,not evaluated,0.16,not evaluated
2025-03-31 02:00,1019.14,not evaluated,18.48,not evaluated,0.19,not evaluated
2025-03-31 03:00,1018.83,not evaluated,18.52,not evaluated,0.23,not evaluated
2025-03-31 04:00,1018.46,not evaluated,18.71,not evaluated,0.26,not evaluated
2025-03-31 05:00,1017.94,not evaluated,18.91,not evaluated,0.29,not evaluated
2025-03-31 06:00,1017.57,not evaluated,18.92,not evaluated,0.29,not evaluated
2025-03-31 07:00,1016.33,not evaluated,19.33,not evaluated,0.27,not evaluated
2025-03-31 08:00,1015.47,not evaluated,18.89,not evaluated,0.22,not evaluated
2025-03-31 09:00,1015.49,not evaluated,18.99,not evaluated,0.14,not evaluated
2025-03-31 10:00,1015.52,not evaluated,18.85,not evaluated,0.12,not evaluated
2025-03-31 11:00,1015.50,not evaluated,18.71,not evaluated,0.12,not evaluated
2025-03-31 12:00,1015.47,not evaluated,18.89,not evaluated,0.12,not evaluated
2025-03-31 13:00,1015.07,not evaluated,19.89,not evaluated,0.15,not evaluated
2025-03-31 14:00,1014.88,not evaluated,21.82,not evaluated,0.17,not evaluated
2025-03-31 15:00,1015.19,not evaluated,23.56,not evaluated,0.21,not evaluated
2025-03-31 16:00,1014.69,not evaluated,25.42,not evaluated,0.25,not evaluated
2025-03-31 17:00,1013.79,not evaluated,26.75,not evaluated,0.28,not evaluated
2025-03-31 18:00,1012.53,not evaluated,27.04,not evaluated,0.28,not evaluated
2025-03-31 19:00,1011.77,not evaluated,28.08,not evaluated,0.25,not evaluated
2025-03-31 20:00,1011.13,not evaluated,33.15,not evaluated,0.19,not evaluated
2025-03-31 21:00,1010.20,not evaluated,29.44,not evaluated,0.13,not evaluated
2025-03-31 22:00,1009.88,not evaluated,27.36,not evaluated,0.12,not evaluated
2025-03-31 23:00,1010.32,not evaluated,23.38,not evaluated,0.12,not evaluated
2025-04-01 00:00,1010.27,not evaluated,21.24,not evaluated,0.11,not evaluated
2025-04-01 01:00,1011.37,not evaluated,20.76,not evaluated,0.15,not evaluated
2025-04-01 02:00,1010.57,not evaluated,18.58,not evaluated,0.18,not evaluated
2025-04-01 03:00,1009.41,not evaluated,18.23,not evaluated,0.23,not evaluated
2025-04-01 04:00,1009.78,not evaluated,17.77,not evaluated,0.27,not evaluated
2025-04-01 05:00,1010.56,not evaluated,17.69,not evaluated,0.31,not evaluated
2025-04-01 06:00,1010.40,not evaluated,17.50,not evaluated,0.33,not evaluated
2025-04-01 07:00,1011.40,not evaluated,17.69,not evaluated,0.32,not evaluated
2025-04-01 08:00,1011.94,not evaluated,17.84,not evaluated,0.28,not evaluated
